taxon,evc.class.code
Echinops bannaticus,ART+FES
Echinops exaltatus,ART
Echinops ritro subsp. ritro,FES
Echinops ritro subsp. ruthenicus,FES
Echinops sphaerocephalus,ART
Echinops spinosissimus,CAK
Echinops strigosus,ART
Echinopsis chamaecereus,ASP
Echinospartum algibicum,ULI
Echinospartum barnadesii,CYT+SAB
Echinospartum boissieri,ROS
Echinospartum horridum,ONO+SAB
Echinospartum ibericum,CYT
Echium acanthocarpum,OLE
Echium aculeatum,KLE+OLE
Echium albicans,PHA
Echium arenarium,TRA
Echium asperrimum,ART
Echium bethencourtii,OLE
Echium boissieri,ART
Echium brevirame,KLE
Echium callithyrsum,OLE
Echium candidans,LAU
Echium decaisnei subsp. decaisnei,OLE
Echium decaisnei subsp. purpuriense,OLE
Echium flavum,ROS
Echium gaditanum,AMM
Echium gentianoides,SUP
Echium giganteum,OLE
Echium handiense,OLE
Echium hierrense,OLE
Echium italicum,ART+CHE
Echium leucophaeum,OLE
Echium nervosum,OLE
Echium onosmifolium,CAN
Echium parviflorum,TRA
Echium pininana,LAU
Echium plantagineum,CHE+CRU
Echium pustulatum,ART
Echium rosulatum,ART
Echium sabulicola,AMM
Echium salmanticum,ART
Echium simplex,AEO
Echium strictum,OLE
Echium sventenii,CAN
Echium triste subsp. nivariense,KLE
Echium triste subsp. triste,KLE
Echium tuberculatum,CHE
Echium virescens var. angustissimum,CAN
Echium virescens var. virescens,OLE
Echium vulgare subsp. pustulatum,FES
Echium vulgare subsp. vulgare,ART+COR
Echium webbii,CAN
Echium wildpretii subsp. trichosiphon,SUP
Echium wildpretii subsp. wildpretii,CAN
Edraianthus dalmaticus,MOL
Edraianthus dinaricus,ASP
Edraianthus graminifolius subsp. graminifolius,ASP+SES
Edraianthus graminifolius subsp. siculus,ASP
Edraianthus pulevicii,ASP
Edraianthus pumilio,ASP
Edraianthus serbicus,ASP
Edraianthus serpyllifolius,ASP
Edraianthus sutjeskae,ASP
Edraianthus tenuifolius,SES
Edraianthus wettsteinii subsp. lovcenicus,SES
Edraianthus wettsteinii subsp. wettsteinii,ASP
Edraianthus X lakusicii,SES
Egeria densa,POT
Elaeagnos turcomanica,TAM
Elaeagnus pungens,QUE
Elaeoselinum asclepium subsp. asclepium,ROS
Elaeoselinum asclepium subsp. millefolium,ASP
Elaphoglossum semicylindricum,AZO+LAU
Elatine alsinastrum,ISO
Elatine ambigua,ISO
Elatine brochonii,ISO
Elatine hexandra,ISO
Elatine hungarica,ISO
Elatine hydropiper,ISO
Elatine macropoda,ISO
Elatine orthosperma,ISO
Elatine triandra,ISO
Eleocharis acicularis,ISO
Eleocharis atropurpurea,LIT
Eleocharis carniolica,ISO
Eleocharis mamillata subsp. austriaca,PHR
Eleocharis mamillata subsp. mamillata,PHR+SCH
Eleocharis multicaulis,LIT
Eleocharis obtusa,ISO
Eleocharis olivacea,ISO
Eleocharis ovata,ISO
Eleocharis oxylepis,PHR
Eleocharis palustris subsp. palustris,PHR
Eleocharis palustris subsp. waltersii,PHR
Eleocharis parvula,RUP
Eleocharis quinqueflora,SCH
Eleocharis uniglumis,JUN+PHR
Eleusine indica,DIG
Eleusine tristachya,POL
Elodea callitrichoides,POT
Elodea canadensis,POT
Elodea nuttalii,POT
Elymus alaskanus subsp. latiglumis,SAX
Elymus alaskanus subsp. scandicus,COR
Elymus caninus,POP
Elymus panormitanus,PUB
Elymus uralensis subsp. viridiglumis,COR
Elytrigia atherica,JUN
Elytrigia campestris,FES
Elytrigia curvifolia,CRI
Elytrigia elongata,JUN
Elytrigia intermedia subsp. intermedia,ART+DRY+FES
Elytrigia juncea subsp. boreali-atlantica,AMM
Elytrigia juncea subsp. juncea,AMM
Elytrigia lolioides,FES
Elytrigia obtusiflora,ART
Elytrigia repens subsp. elongatiformis,CAK
Elytrigia repens subsp. pseudocaesia,MOL
Elytrigia repens subsp. repens,ART
Elytrigia sartorii,CRI
Elytrigia stipifolia,FES
Elytrigia strigosa subsp. reflexiaristata,FES
Emex spinosa,CHE
Empetrum hermaphroditum,LOI
Empetrum nigrum,LOI+ULI
Encalypta rhaptocarpa,SED
Encalypta streptocarpa,ASP+POD
Enchylium substellatum,SAX
Endressia pyrenaica,TRI
Entodon concinnus,FES
Entosthodon hungaricus,FEP
Eokochia saxicola,CRI
Ephedra distachya subsp. distachya,COR+CRU
Ephedra distachya subsp. helvetica,FES
Ephedra foeminea,QUI
Ephedra fragilis subsp. fragilis,QUI
Ephedra major subsp. major,ONO+QUI
Ephedra major subsp. procera,ROS
Epilobium alpestre,MUL
Epilobium alsinifolium,MON
Epilobium anagallidifolium,HER
Epilobium angustifolium,ARC+EPI+ROB
Epilobium atlanticum,MON
Epilobium brachycarpum,SIS
Epilobium ciliatum subsp. adenocaulon,ART
Epilobium ciliatum subsp. ciliatum,EPI
Epilobium collinum,ASP+THL
Epilobium davuricum,MON
Epilobium dodonaei,THL
Epilobium duriaei,VIR
Epilobium fleischeri,THL
Epilobium hirsutum,EPI+MOL
Epilobium hornemannii,MON
Epilobium lactiflorum,MUL
Epilobium lanceolatum,THL
Epilobium latifolium,THL
Epilobium montanum,FAG
Epilobium nutans,MON
Epilobium obscurum,MON
Epilobium palustre,ALN+SCH
Epilobium parviflorum,EPI+MOL
Epilobium roseum,PHR
Epilobium tetragonum subsp. lamyi,EPI
Epilobium tetragonum subsp. tetragonum,MOL
Epilobium tetragonum subsp. tournefortii,MOL
Epimedium alpinum,FAG
Epimedium pinnatum subsp. colchicum,PUB
Epimedium pubigerum,FAG
Epipactis atrorubens,ERI+PIC
Epipactis autumnalis,PUB
Epipactis cupaniana,QUI
Epipactis flaminia,FAG
Epipactis greuteri,FAG
Epipactis helleborine subsp. helleborine,FAG
Epipactis helleborine subsp. leutei,FAG
Epipactis helleborine subsp. orbicularis,ERI
Epipactis helleborine subsp. tremolsii,GER+PUB
Epipactis leptochila subsp. leptochila,PUB
Epipactis leptochila subsp. neglecta,FAG
Epipactis lusitanica,QUI
Epipactis meridionalis,FAG
Epipactis microphylla,FAG+PUB
Epipactis muelleri,ERI+FAG+GER
Epipactis nordeniorum,FAG
Epipactis palustris,ALN+MOL+SCH
Epipactis parviflora,PUB
Epipactis phyllanthes,FAG
Epipactis placentina,FAG
Epipactis pontica,FAG
Epipactis provincialis,ROS
Epipactis purpurata,FAG
Epipactis stellifera,FAG
Epipactis tallosii subsp. zaupolensis,FAG
Epipogium aphyllum,FAG+PIC
Equisetum arvense subsp. alpestre,MON
Equisetum arvense subsp. arvense,ART+SIS
Equisetum arvense subsp. boreale,ARC
Equisetum fluviatile,ALN+PHR
Equisetum hyemale,POP
Equisetum palustre,ALN+MOL
Equisetum pratense,MOL
Equisetum ramosissimum,COR+THL
Equisetum sylvaticum,FAG+POP
Equisetum telmateia,POP
Equisetum variegatum,SCH
Equisetum X moorei,POP
Equisetum X trachyodon,MOL+SCH
Eragrostis albensis,BID
Eragrostis barrelieri,DIG
Eragrostis cilianensis,DIG
Eragrostis curvula,MOL
Eragrostis frankii,DIG
Eragrostis minor,DIG
Eragrostis multicaulis,DIG
Eragrostis papposa,DIG
Eragrostis pectinacea,DIG
Eragrostis pilosa,DIG
Eragrostis tef,DIG
Eragrostis virescens,DIG
Eranthis hyemalis,FAG
Erechtites hieraciifolius,EPI
Eremopyrum orientale,LER
Eremopyrum triticeum,FEP
Eremurus spectabilis,FES
Eremurus tauricus,DRY
Erica arborea,LAU+QUI
Erica australis,ULI
Erica carnea,ERI+RHO
Erica ciliaris,ULI
Erica cinerea,ULI
Erica erigena,MOL
Erica lusitanica,CYT+ULI
Erica mackaiana,ULI
Erica maderensis,LAU
Erica manipuliflora,ROS
Erica multiflora,ROS
Erica scoparia subsp. azorica,AZO
Erica scoparia subsp. maderinicola,LAU
Erica scoparia subsp. platycodon,LAU
Erica scoparia subsp. scoparia,ULI
Erica terminalis,ROS
Erica tetralix,OXY
Erica umbellata,ULI
Erica vagans,ULI
Erigeron acris subsp. acris,FES
Erigeron acris subsp. angulosus,THL
Erigeron acris subsp. droebachiensis,ART
Erigeron acris subsp. politus,THL
Erigeron acris subsp. serotinus,FES
Erigeron alpinus subsp. alpinus,SES+TRI
Erigeron annuus subsp. annuus,ART+EPI
Erigeron annuus subsp. septentrionalis,ART
Erigeron atticus,SES
Erigeron bonariensis,CHE+DIG
Erigeron compositus,SAX
Erigeron frigidus,IND
Erigeron glabratus subsp. candidus,SES
Erigeron glabratus subsp. glabratus,SES
Erigeron karwinskianus,CYM
Erigeron major,IND
Erigeron neglectus,SES
Erigeron paolii,PIL
Erigeron primulifolius,EPI
Erigeron schleicheri,ASP
Erigeron sumatrensis,CHE+DIG
Erigeron uniflorus subsp. aragonensis,TRI
Erigeron uniflorus subsp. picoeuropaeanus,KOB
Erigeron uniflorus subsp. subacaulis,THL
Erigeron uniflorus subsp. uniflorus,KOB
Erinacea anthyllis,ONO+ROS
Erinus alpinus,ASP
Eriobotrya japonica,FAG
Eriocaulon aquaticum,LIT
Eriocaulon cinereum,LIT
Eriophorum angustifolium,SCH
Eriophorum gracile,SCH
Eriophorum latifolium,ALN+SCH
Eriophorum scheuchzeri,SCH
Eriophorum vaginatum,OXY
Eritrichium caucasicum,TRI
Eritrichium nanum subsp. jankae,ASP
Eritrichium nanum subsp. nanum,ASP
Erodium acaule,FES
Erodium aethiopicum,TUB
Erodium astragaloides,ROS
Erodium beketowii,FES
Erodium bipinnatum,TUB
Erodium boissieri,ROS
Erodium botrys,BUL+TRA+TUB
Erodium cazorlanum,ONO
Erodium chium,CHE+TRA
Erodium chrysanthum,DAP
Erodium ciconium,SIS
Erodium cicutarium subsp. bipinnatum,COR
Erodium cicutarium subsp. cicutarium,BUL+SED+SIS
Erodium cicutarium subsp. dunense,COR+CRU
Erodium corsicum,CRI
Erodium crispum,ASP
Erodium daucoides,ROS
Erodium foetidum subsp. celtibericum,ONO
Erodium foetidum subsp. cheilanthifolium,IND
Erodium glandulosum,ONO
Erodium hoefftianum,COR
Erodium laciniatum,BUL+TRA+TUB
Erodium lucidum,ONO
Erodium malacoides,CHE
Erodium moschatum,CHE
Erodium mouretii,PHA
Erodium neuradifolium,CHE
Erodium petraeum subsp. crispum,IND
Erodium recoderi,TUB
Erodium reichardii,POD
Erodium rodiei,ONO
Erodium rupestre,ONO
Erodium rupicola,ASP
Erodium salzmannii,TUB
Erodium sibthorpianum subsp. vetteri,DAP
Erodium tordylioides,ASP
Erodium valentinum,ROS
Erophaca baetica subsp. baetica,LAV
Erophaca baetica subsp. orientalis,QUI
Eruca vesicaria,CHE
Erucastrum canariense,OLE
Erucastrum cardaminoides,KLE
Erucastrum gallicum,SIS
Erucastrum nasturtiifolium subsp. benacense,ASP
Erucastrum nasturtiifolium subsp. nasturtiifolium,SIS
Erucastrum nasturtIifolium subsp. sudrei,CHE
Eryngium alpinum,MUL
Eryngium amethystinum,FES
Eryngium bourgatii subsp. bourgatii,ONO+THL
Eryngium campestre,FES
Eryngium corniculatum,ISO
Eryngium creticum,ART
Eryngium dichotomum,TRA
Eryngium dilatatum,LAV+LYG
Eryngium galioides,ISO
Eryngium glaciale,IND
Eryngium grosii,TUB
Eryngium ilicifolium,TUB
Eryngium maritimum,AMM+CRU
Eryngium planum,FES
Eryngium pusillum,ISO
Eryngium serbicum,FES
Eryngium spinalba,ONO
Eryngium tenue,TUB
Eryngium ternatum,ASP
Eryngium tricuspidatum,QUI
Eryngium viviparum,ISO
Erysimum arbuscula,OLE
Erysimum aureum,RHA
Erysimum bicolor,OLE
Erysimum bonannianum,RUM
Erysimum bulgaricum,FES
Erysimum candicum,ASP
Erysimum canum,FES
Erysimum carniolicum,FES
Erysimum cazorlense,ROS
Erysimum cephalonicum,DAP
Erysimum cheiranthoides,SIS
Erysimum cheiri,CYM
Erysimum comatum,ASP
Erysimum corinthium,ASP
Erysimum cuspidatum,COR+FES
Erysimum diffusum,COR+FES
Erysimum duriaei,THL
Erysimum fitzii,ROS
Erysimum gorbeanum,IND+THL
Erysimum graecum,ART
Erysimum grandiflorum,GER
Erysimum hieraciifolium,EPI
Erysimum humile,THL
Erysimum incanum subsp. matritense,TUB
Erysimum jugicola,SES
Erysimum krynkense,FES
Erysimum lagascae,PHA
Erysimum maderense,AEO+OLE
Erysimum marschallianum,FES
Erysimum medio-hispanicum,ROS
Erysimum merxmuelleri,GER
Erysimum microphyllum,ASP
Erysimum montosicola,FES
Erysimum nevadense,IND
Erysimum odoratum,FES
Erysimum pectinatum,DAP
Erysimum repandum,SIS
Erysimum rhaeticum,FES
Erysimum rondae,ROS
Erysimum ruscinonense,ONO
Erysimum seipkae,ONO
Erysimum sylvestre subsp. aurantiacum,FES
Erysimum sylvestre subsp. sylvestre,FES
Erysimum ucranicum,FES
Erythronium dens-canis,FAG
Erythronium sibiricum,ASA
Eschscholzia californica,CHE
Eucladium verticillatum,ADI+MON
Euclidium syriacum,DIG
Eudianthe coeli-rosa,ASP
Eudianthe laeta,MOL
Eunomia rotundifolia,LAM
Euonymus europaeus,FAG+RHA
Euonymus latifolius,FAG
Euonymus nanus,POP
Euonymus verrucosus,FAG+PUB
Eupatorium cannabinum,ALN+EPI
Euphorbia acanthothamnos,DAP+ROS
Euphorbia amygdaloides,FAG+PUB
Euphorbia anachoreta,KLE
Euphorbia angulata,GER+QUE
Euphorbia aphylla,KLE
Euphorbia atropurpurea,OLE
Euphorbia austriaca,MUL
Euphorbia azorica,CRI
Euphorbia baetica,AMM
Euphorbia balsamifera,KLE
Euphorbia barrelieri,FES
Euphorbia berthelotii,KLE
Euphorbia bourgeana,OLE
Euphorbia caesia,FES
Euphorbia canariensis,KLE
Euphorbia capitulata,THL
Euphorbia carniolica,FAG
Euphorbia cassia subsp. rigoi,CYP
Euphorbia chamaesyce,DIG+POL
Euphorbia characias,ASP+QUI
Euphorbia clementei,PHA+QUI
Euphorbia cyparissias,FES+GER+PYR
Euphorbia deflexa,THL
Euphorbia dendroides,QUI
Euphorbia dulcis,FAG
Euphorbia duvalii,ONO
Euphorbia epithymoides,PUB
Euphorbia esula subsp. esula,ART+FES
Euphorbia esula subsp. tommasiniana,ART+FES
Euphorbia exigua,PAR+TRA
Euphorbia falcata,PAR+TRA
Euphorbia flavicoma subsp. flavicoma,ROS
Euphorbia flavicoma subsp. occidentalis,ONO
Euphorbia fragifera,FES
Euphorbia glabriflora,FES+SED
Euphorbia graminifolia,ERI
Euphorbia handiensis,KLE
Euphorbia helioscopia,PAR
Euphorbia herniariifolia,DAP+THL
Euphorbia hirsuta,MOL
Euphorbia humifusa,DIG
Euphorbia humistrata,POL
Euphorbia hyberna,FAG+GER
Euphorbia illirica,EPI+GER+MOL
Euphorbia isatidifolia,ROS
Euphorbia lagascae,PAR
Euphorbia lamarckii,KLE
Euphorbia lathyris,PAR
Euphorbia ludica,MOL
Euphorbia macroceras,FAG
Euphorbia maculata,DIG
Euphorbia maresii subsp. balearica,ROS
Euphorbia maresii subsp. maresii,CRI
Euphorbia margalidiana,CRI
Euphorbia matritensis,PEG
Euphorbia mellifera,LAU
Euphorbia minuta subsp. minuta,ROS
Euphorbia minuta subsp. moleroi,ROS
Euphorbia myrsinites,DRY+RUM
Euphorbia nevadensis subsp. aragonensis,THL
Euphorbia nevadensis subsp. bolosii,THL
Euphorbia nicaeensis subsp. glareosa,FES
Euphorbia nicaeensis subsp. nicaeensis,ROS
Euphorbia nutans,DIG
Euphorbia oxyphylla,SAC
Euphorbia palustris,MOL+PHR+POP
Euphorbia paniculata subsp. monchiquensis,QUI
Euphorbia paralias,AMM
Euphorbia pedroi,QUI
Euphorbia peplis,CAK
Euphorbia peplus var. minima,CHE
Euphorbia peplus var. peplus,PAR
Euphorbia pilosa,ASA
Euphorbia pinea,LYG
Euphorbia piscatoria,OLE
Euphorbia pithyusa,CRI
Euphorbia platyphyllos,PAR
Euphorbia polychroma,PUB
Euphorbia polygalifolia,ULI
Euphorbia polygonifolia,CAK
Euphorbia portlandica,CRU
Euphorbia prostrata,DIG
Euphorbia pyrenaica,THL
Euphorbia regis-jubae,KLE
Euphorbia rigida,THL
Euphorbia salicifolia,GER
Euphorbia saxatilis,ERI
Euphorbia segetalis,PAR
Euphorbia seguieriana subsp. seguieriana,COR+FES+LER+ONO+THL
Euphorbia serpens,DIG
Euphorbia serrata,CHE
Euphorbia spinosa,FES+THL
Euphorbia squamigera,PHA
Euphorbia stricta,EPI
Euphorbia stygiana,AZO
Euphorbia subcordata,BRA
Euphorbia sulcata,TRA
Euphorbia sultan-hassei,ASP
Euphorbia taurinensis,PAR
Euphorbia transtagana,QUI
Euphorbia triflora subsp. kerneri,ERI
Euphorbia triflora subsp. triflora,FES
Euphorbia uliginosa,ULI
Euphorbia valdevillosocarpa,FES+PUB
Euphorbia variabilis subsp. valliniana,ASP
Euphorbia variabilis subsp. variabilis,SES
Euphorbia veneris,CYP
Euphorbia verrucosa,FES+GER
Euphrasia alboffii,HER
Euphrasia alpina subsp. alpina,TRI
Euphrasia alpina subsp. pulchra,FES
Euphrasia azorica,TOL
Euphrasia brevipila,HER
Euphrasia christii,TRI
Euphrasia cisalpina,QUE
Euphrasia cuspidata,THL
Euphrasia drosocalyx,TRI
Euphrasia frigida,SCH
Euphrasia genargentea,GEN
Euphrasia grandiflora,TOL
Euphrasia hirtella,TRI
Euphrasia illyrica,FES
Euphrasia inopinata,KOB
Euphrasia kerneri,MOL
Euphrasia lapponica,THL
Euphrasia liburnica,SAC
Euphrasia micrantha,ULI
Euphrasia minima subsp. minima,TRI
Euphrasia minima subsp. sicardii,KOB
Euphrasia nana,GEN
Euphrasia nemorosa,FES
Euphrasia ossica,TRI
Euphrasia pectinata,FES
Euphrasia picta,MOL
Euphrasia portae,SES
Euphrasia rostkoviana subsp. campestris,FES
Euphrasia rostkoviana subsp. montana,MOL
Euphrasia rostkoviana subsp. rostkoviana,MOL
Euphrasia salisburgensis,SES
Euphrasia sinuata,SES
Euphrasia stiriaca,ERI
Euphrasia stricta,FES
Euphrasia tricuspidata,THL
Euphrasia willkommii,NAR
Euthamia graminifolia,EPI
Euzomodendron bourgeanum,ROS
Evacidium discolor,RUM
Exaculum pusillum,ISO
Exsertotheca crispa,ASP
Exsertotheca intermedia,AZO
Fagonia cretica,PEG
Fagopyrum esculentum,PAR
Fagopyrum tataricum,PAR
Fagus sylvatica subsp. orientalis,FAG
Fagus sylvatica subsp. sylvatica,FAG+QUE
Falcaria vulgaris,ART
Fallopia aubertii,EPI
Fallopia baldschuanica,PAR
Fallopia convolvulus,PAR
Fallopia dumetorum,EPI
Fallopia japonica,EPI
Fallopia sachalinensis,EPI
Fallopia X bohemica,EPI
Fedia cornucopiae,CHE
Fedia graciliflora,CHE
Fedia scorpioides,CHE
Ferula arrigonii,LAV
Ferula caspica,LER
Ferula communis,LYG
Ferula euxina,FES
Ferula heuffelii,SES
Ferula lancerotensis,OLE
Ferula latipinna,LAU
Ferula linkii,OLE
Ferula loscosii,LYG
Ferula orientalis,FES
Ferula sadleriana,FES
Ferulago campestris,GER
Ferulago galbanifera var. brachyloba,FES
Ferulago sylvatica,GER
Ferulago thyrsiflora,ASP
Festuca acuminata,MOL
Festuca agustinii,AEO
Festuca airoides,TRI
Festuca alfrediana,THL
Festuca alpestris,SES
Festuca alpina subsp. alpina,ASP
Festuca alpina subsp. riverae,THL
Festuca altopyrenaica,ONO
Festuca amethystina,ERI
Festuca ampla subsp. ampla,SAC
Festuca ampla subsp. simplex,SAC
Festuca arenaria,CRU
Festuca arvernensis,SED
Festuca austrodolomitica,THL
Festuca baffinensis,PAP
Festuca balcanica,SES+TRI
Festuca bauzanina subsp. bauzanina,FES
Festuca bauzanina subsp. rhaetica,FES
Festuca beckeri,COR+PYR
Festuca billyi,SED+TRI
Festuca borderei,THL
Festuca bosniaca subsp. bosniaca,SES
Festuca bosniaca subsp. pirinensis,SES
Festuca brachyphylla,ARC
Festuca braun-blanquetii,SAB
Festuca breistrofferi,FES
Festuca brevipila,COR+FES
Festuca brigantina,IND
Festuca bucegiensis,TRI
Festuca burgundiana,FES
Festuca burnatii,ONO
Festuca callieri,FES
Festuca calva,SES
Festuca carnuntina,FES
Festuca cinerea,ONO
Festuca circummediterranea,BUL+FES
Festuca clementei,IND
Festuca cretacea,FES
Festuca csikhegyensis,FES
Festuca cyllenica,DAP
Festuca dalmatica subsp. dalmatica,FES
Festuca dalmatica subsp. stojanovii,SAC
Festuca duriotagana,PHA
Festuca duvalii,FES
Festuca eggleri,PIC
Festuca elegans subsp. elegans,SAC
Festuca elegans subsp. merinoi,SAC
Festuca eskia,TRI
Festuca filiformis,COR+NAR+QUE
Festuca flavescens,PIC
Festuca francoi,TOL
Festuca frigida,SCH
Festuca galicicae,FES
Festuca gautieri,ONO
Festuca glacialis,THL
Festuca graniticola,SAC
Festuca gredensis,IND
Festuca guinochetii,FES
Festuca halleri,TRI
Festuca henriquesii,TRI
Festuca heteromalla,MOL
Festuca heteropachys,FES
Festuca heterophylla,FAG+PUB
Festuca hystrix,ONO
Festuca iberica,NAR
Festuca igoschiniae,TRI
Festuca illyrica,FES
Festuca indigesta subsp. aragonensis,IND
Festuca indigesta subsp. curvifolia,IND
Festuca indigesta subsp. hackelii,ONO+ROS
Festuca indigesta subsp. indigesta,IND
Festuca inops,ONO
Festuca intercedens,THL
Festuca jeanpertii,DAP
Festuca jubata,SAC
Festuca juncifolia,AMM
Festuca laevigata subsp. crassifolia,FES
Festuca laevigata subsp. laevigata,SES
Festuca lambinonii,FES
Festuca lapidosa,FES
Festuca lemanii,FES
Festuca liviensis,ONO
Festuca longiauriculata,IND
Festuca longifolia subsp. longifolia,COR
Festuca longifolia subsp. pseudocostei,FES
Festuca luedii,TRI
Festuca marginata subsp. andres-molinae,ONO
Festuca marginata subsp. gallica,FES
Festuca melanopsis,SES
Festuca microphylla,NAR
Festuca morisiana subsp. morisiana,GEN
Festuca morisiana subsp. sicula,BUL
Festuca nevadensis,ONO
Festuca nigrescens,MOL+NAR
Festuca nitida subsp. flaccida,SES
Festuca nitida subsp. nitida,THL
Festuca norica,SES
Festuca ochroleuca subsp. bigorronensis,ONO
Festuca ochroleuca subsp. ochroleuca,ONO
Festuca oelandica,SED
Festuca ovina subsp. guestfalica,FES+ONO
Festuca ovina subsp. hirtula,NAR
Festuca ovina subsp. ovina,COR+NAR
Festuca ovina subsp. supina,TRI
Festuca pallens,FES+SES
Festuca panciciana,SES
Festuca petraea,JUN
Festuca picoeuropeana,SES
Festuca picturata,TRI
Festuca pirinica,SES
Festuca plicata,ROS
Festuca polesica,COR
Festuca polita,DAP
Festuca porcii,MUL
Festuca psammophila subsp. dominii,COR
Festuca psammophila subsp. psammophila,COR
Festuca pseudeskia,IND
Festuca pseudodalmatica,FES
Festuca pseudodura,TRI
Festuca pseudovaginata,COR
Festuca pseudovaria,TRI
Festuca pyrenaica,THL
Festuca quadriflora,KOB+SES
Festuca querana,ULI
Festuca reverchonii,ONO
Festuca richardsonii,COC
Festuca riloensis,TRI
Festuca rivas-martinezii subsp. rectifolia,ONO
Festuca rivas-martinezii subsp. rivas-martinezii,IND
Festuca rivularis,MON
Festuca rothmaleri,TRI
Festuca rubra subsp. juncea,TRI
Festuca rubra subsp. litoralis,CRI
Festuca rubra subsp. pruinosa,JUN
Festuca rubra subsp. rubra,MOL
Festuca rupicaprina,THL
Festuca rupicola,FES+GER
Festuca ruscinonensis,CRI
Festuca sardoa,ASP
Festuca scabriculmis,TRI
Festuca scariosa,LYG
Festuca sipylea,DAP
Festuca spadicea,ONO
Festuca stenantha,ASP
Festuca stricta subsp. rumelica,SES
Festuca stricta subsp. saxatilis,SES
Festuca stricta subsp. stricta,FES
Festuca summilusitana,IND
Festuca tatrae,SES
Festuca ticinensis,FES
Festuca trichophylla subsp. asperifolia,TRI
Festuca trichophylla subsp. trichophylla,MOL
Festuca triflora,QUI
Festuca vaginata,COR
Festuca valesiaca subsp. parviflora,FEP+FES
Festuca valesiaca subsp. valesiaca,FES
Festuca valida,TRI
Festuca varia,TRI
Festuca vasconcensis,COR
Festuca versicolor subsp. brachystachys,SES
Festuca versicolor subsp. dominii,SES
Festuca versicolor subsp. pallidula,SES
Festuca versicolor subsp. versicolor,TRI
Festuca vettonica,IND
Festuca violacea,SES
Festuca vivipara,TRI
Festuca wagneri,COR
Festuca winnebachensis,TRI
Festuca woronowii subsp. caucasica,TRI
Festuca woronowii subsp. woronowii,TRI
Festuca X souliei,TRI
Festuca xanthina,SES
Festuca yvesii,TRI
Fibigia clypeata,FES
Fibigia lunarioides,PEG
Fibigia triquetra,ASP
Ficaria calthifolia,PUB
Ficaria ficarioides,POP
Ficaria verna,FAG+POP
Ficus carica,CYM+QUI
Filago aegaea subsp. aegaea,TRA
Filago aegaea subsp. aristata,TRA
Filago arvensis,COR+SIS
Filago asterisciflora,TRA+TUB
Filago carpetana,TUB
Filago congesta,POL
Filago cretensis,ASP+TRA
Filago desertorum,POL
Filago eriocephala,TRA
Filago fuscescens,TUB
Filago gallica,TUB
