taxon;rl;a;b;r;rl.al;rl.bm;rl.nv;rl.sv;rl.pa;o.v;o.nt;o.ot;o.s;o.k;o.st;o.o;o.n;o.w;o.b;responsibility;distribution;lifeform
Anthriscus sylvestris s.str.;LC;5;1;0;●;●;●;●;●;●;●;●;●;●;●;●;●;●;●;;Kosm;S
Anthyllis montana subsp. jacquinii;EN;1;-1;-1;●;;;;;;;;;●;;–;●;;;;Eur;S
Anthyllis vulneraria subsp. alpicola;LC;4;0;0;●;;CR;;;●;●;●;●;●;●;●;●;;;;Eur;S
Anthyllis vulneraria subsp. carpatica;NT;3;-1;-1;●;VU;VU;EN;VU;●;●;●;u;●;●;●;●;●;●;;Eur;S
Anthyllis vulneraria subsp. polyphylla;NT;3;-1;-1;G*;;CR;;●;;;;;●*;●;?;●;●;●;;Eur;S
Anthyllis vulneraria subsp. pseudovulneraria;DD;?;?;?;●*;n;n;n;n;●*;e?;u;e?;e?;e?;e?;e?;e?;e?;;?;S
Antirrhinum majus;n;;;;;;;;;u;u;u;le?;u;u;u;le;le;le;;;S
Apera interrupta;LC;2;1;0;n;;n;;●;;;;;;;u;●;●;●;;Euras (Kosm);H
Apera spica-venti;LC;4;1;0;NT;●;●;●;●;●;●;●;●;●;●;●;●;●;●;;Eur (Hol);H
Apium graveolens;RE;†;†;†;n;;n;;RE*;u;;;;u;u;u;†*,u;u;†*,u;;Euras (Kosm);H
Aposeris foetida;LC;4;0;0;●;;●;VU;;●;●;●;●;●;●;●;†?;;●;;Eur;S
Aquilegia alpina;CR;1;?;-1;●;;;;;●;–;;;;;;;;;;Eur;S
Aquilegia einseleana;VU;1;0;-1;●;;;;;le;●;●;;●;;;;;;;Alp;S
Aquilegia vulgaris subsp. atrata;LC;4;0;0;●;?;VU;;;●;●;●;●;●;●;●;●;;;;Eur;S
Aquilegia vulgaris subsp. nigricans;LC;2;0;0;●;;n;;;;;?;;●;●;u;?;le?;;;Eur;S
Aquilegia vulgaris subsp. vulgaris;LC;4;-1;-1;●;●;EN;VU;VU;●;●*;u;e;?;●;●*;●;●;●;;Eur (Kosm);S
Arabidopsis arenosa;LC;4;1;0;●;●;●;●;●;●;e;●;●;●;●;●;●;●;●;;Eur;H
Arabidopsis halleri;?;;;;;;;;;–;●;●;●;●;●;●;●;u;●;;;S
Arabidopsis halleri subsp. halleri;VU;2;-1;-1;●;●;;;;;●;;;;;●;●;;;;Eur;S
Arabidopsis halleri subsp. ovirensis;LC;4;-1;-1;●;;;VU;;;;?;●;●;●;●;●;;●;;Eur;S
Arabidopsis lyrata subsp. petraea;LC;2;0;0;●;VU;;;;;;;;●;●;–;●;;;;Hol;S
Arabidopsis thaliana;LC;4;0;0;●;●;●;●;●;●;●;●;●;●;●;●;●;●;●;;Eur (Kosm);H
Arabis alpina s.str.;LC;4;0;0;●;f;VU;;;●;●;●;●;●;●;●;●;;;;Kosm;S
Arabis arabiformis;LC;2;0;0;●;;;;;;;;;●;;;;;;;Eur;S
Arabis auriculata;NT;3;-1;-1;VU;●;CR;;●;;;;–;;;le;●;●;●;;Euras;H
Arabis bellidifolia s.str.;LC;3;0;0;●;;;;;●;●;●;●;●;●;●;●;;;;Eur;S
Arabis caerulea;LC;3;0;0;●;;;;;●;●;●;●;●;●;●;●;;;;Alp;S
Arabis ciliata;LC;4;-1;-1;●;;;;;●;●;●;●;●;●;●;●;;;;Eur;S
Arabis hirsuta s.str.;LC;4;-1;-1;●;●;●;●;●;●;●;●;●;●;●;●;●;●;●;;Eur;S
Arabis nemorensis;CR;2;-3;-2;●;n;●;;●;;;;●;–;;●;●;●;●;;Eur;S
Arabis nova;EN;1;-1;-1;●;;;;;;●;●;;;;;;;;;Eur;H
Arabis procurrens;n;;;;;;;;;;;u;u;le;u;;;u;u;;;S
Arabis rosea;n;;;;;;;;;;;;;;;;le;;;;;S
Arabis sagittata;NT;3;-1;-1;●;●;●;EN;●;;u;●;●;●;●;●;●;●;●;;Eur;S
Arabis soyeri subsp. subcoriacea;LC;3;0;0;●;;CR;;;●;●;●;●;●;●;●;●;;;;Eur;S
Arabis stellulata;LC;3;0;0;●;;;;;●;●;●;●;●;●;●;●;;;;Eur;S
Arabis sudetica;LC;2;0;0;●;;;;;;;;●;●;●;;;;;;Eur;S
Aralia elata;n;;;;;;;;;u;;;u;le?;le;u;;;;;;B
Arctium lappa;LC;5;1;0;●;●;●;●;●;●;●;●;●;●;●;●;●;●;●;;Euras (Kosm);H
Arctium minus s.str.;LC;4;0;0;●;●;●;●;●;●;●;●;●;●;●;●;●;●;●;;Eur (Kosm);H
Arctium nemorosum;LC;4;0;1;●;●;●;VU;●;●;●;●;●;●;●;●;●;●;●;;Eur;H
Arctium tomentosum;LC;4;0;0;●;●;●;●;●;●;●;●;●;●;●;●;●;●;●;;Euras (Hol);H
Arctostaphylos alpinus;LC;3;0;0;●;;;;;●;●;●;●;●;●;●;●;;;;Hol;S
Arctostaphylos uva-ursi;LC;3;0;0;●;;;;;●;●;●;●;●;●;●;●;;;;Hol;S
Aremonia agrimonoides;LC;2;0;0;●;;;●;;;;;;●;●;;;;;;Eur;S
Arenaria biflora;LC;3;0;0;●;;;;;●;●;●;●;●;●;●;;;;;Eur;S
Arenaria ciliata s.str.;LC;3;0;0;●;;;;;●;●;●;●;●;●;●;●;;;;Eur;S
Arenaria grandiflora;VU;1;0;-1;●;;;;;;–;–;;†;●;–;●;;;;Eur;S
Arenaria leptoclados;G;?;?;?;?;●;?;?;●;;?;?;;?;?;?;●;●;●;;Eur (Kosm);H
Arenaria marschlinsii;LC;2;0;0;●;;;;;;●;●;●;●;;;;;;;Eur;H
Arenaria multicaulis;LC;2;0;0;●;;;;;●;●;●;;●;;;;;;;Eur;S
Arenaria serpyllifolia s.str.;LC;5;0;0;●;●;●;●;●;●;●;●;●;●;●;●;●;●;●;;Euras (Kosm);H
Aristolochia clematitis;NT;3;-1;-1;CR;VU;EN;EN;●;†*;u;–;u;●*;●;e?;●;●;●;;Eur;S
Armeria alpina;LC;3;0;0;●;;;;;u;?;●;●;●;●;●;●;;;;Eur;S
Armeria arenaria;VU;1;0;-1;;●*;;;;;;;;;;;●*;;;;Eur;S
Armeria vulgaris;EN;2;-1;-2;●;●;;;●;;;;;;●;?;●;u;●;;Eur;S
Armoracia rusticana;n;;;;;;;;;e;e;e;e;e;e;e;e;e;e;;;S
Arnica chamissonis;n;;;;;;;;;;le;;;;;;;;;;;S
Arnica montana;LC;5;-2;-1;●;EN;CR;CR;;●;●;●;●;●;●;●;●;†;●;;Eur;S
Arnoseris minima;EN;2;-2;-2;;●;RE;RE;;;;;;;†;●;●;;;;Eur;H
Arrhenatherum elatius;LC;5;0;-1;●;●;●;●;●;●;e;●;e;●;●;●*;●;●;●;;Eur (Kosm);S
Artemisia absinthium;LC;4;0;0;●;●;NT;NT;●;u;●;●;●;●;●;●;●;●;●;;Euras (Kosm);S
Artemisia alba;RE;†;†;†;;;;;RE;;u;;;;;;†;;†;;Eur;S
Artemisia annua;n;;;;;;;;;u;u;;u;u;;u;le?;le?;le?;;;H
Artemisia austriaca s.str.;EN;1;-1;-1;n;;;;●;u;;;;;–;–;●;●;●;;Euras;S
Artemisia biennis;n;;;;;;;;;le?;;;u;;;;;;;;;H
Artemisia borealis;LC;1;0;0;●;;;;;;●;●;●;●;;;;;;;Hol;S
Artemisia campestris s.str.;NT;4;-2;-1;●;VU;CR;CR;●;le?;●;●;●;●;●;●;●;●;●;;Euras (Hol);S
Artemisia genipi;LC;3;0;0;●;;;;;●;●;●;●;●;●;;;;;;Eur;S
Artemisia laciniata;CR;1;-2;-2;;;;;●;;;;;;;;†;;●;D;Hol;S
Artemisia mutellina;LC;3;0;0;●;;;;;●;●;●;●;●;●;;;;;;Eur;S
Artemisia nitida;VU;1;0;-1;●;;;;;;;●;;●;;;;;;;Eur;S
Artemisia pancicii;CR;1;-2;-1;;;;;●;;;;;;;;●;;●;S;Eur;S
Artemisia pontica;VU;2;-1;-1;n;;n;;●;u?;;;u;le?;u;u;●;●;●;;Euras;S
Artemisia repens;n;;;;;;;;;;;;;;;;u;le;;;;S
Artemisia santonicum subsp. pannonica;EN;2;-2;-2;;;;;●;;;;;;;;●;;●;;Eur;S
Artemisia scoparia;EN;2;-2;-1;n;●;RE?;;●;;;;u;u;u;e?;●;●;●;;Euras;H
Artemisia verlotiorum;n;;;;;;;;;e;e;u;e;e;e;e;e;e;e;;;S
Artemisia vulgaris s.str.;LC;5;1;0;●;●;●;●;●;●;●;●;●;●;●;●;●;●;●;;Euras (Kosm);S
Arum cylindraceum;LC;3;0;0;●;VU;VU;;●;;;;;–;;;●;●;●;;Eur;S
Arum italicum;n;;;;;;;;;;;;u;;u;u;u;le;;;;S
Arum maculatum s.str.;LC;3;0;-1;●;;●;●;;●;●;;●;●;●;●;;;?;;Eur;S
Aruncus dioicus;LC;5;-1;0;●;●;●;●;VU;●;●;●;●;●;●;●;●;●;●;;Hol;S
Asarina procumbens;n;;;;;;;;;;;;;;le;;;le?;;;;S
Asarum europaeum subsp. caucasicum;LC;4;-1;0;●;;●;●;;●;●;●;●;●;●;●;;;●;;Eur;S
Asarum europaeum subsp. europaeum;LC;5;-1;0;●;●;●;●;●;●;●;;●;●;●;●;●;●;●;;Eur;S
Asclepias syriaca;n;;;;;;;;;u;le;u;u;e;e;u;e;e;e;;;S
Asparagus officinalis;NT;3;-1;-1;●;●;n;n;●;u;u;le?;u;●;●;e;●;●;●;;Euras (Kosm);S
Asparagus tenuifolius;EN;1;0;-2;●;;;;;;;;;●;;;;;;;Eur;S
Asperugo procumbens;VU;3;-2;-1;●;●;n;n;●;†*;●;u;●;●;●;u;●;●;●;;Euras (Hol);H
Asperula aristata subsp. oreophila;LC;2;0;0;●;;;;;;;;;●;;;;;;;Eur;S
Asperula arvensis;RE;†;†;†;RE;RE;RE;RE;RE;u;†;†;–;†;†;†;†;†;†;;Eur;H
Asperula cynanchica;LC;4;-1;-1;●;●;VU;VU;NT;●;●;●;●;●;●;●;●;●;●;;Eur;S
Asperula neilreichii;LC;2;0;0;●;;;;;;●;;?;;●;●;●;;;S;Eur;S
Asperula purpurea;VU;1;0;-1;●;;;;;;;;;●;;;;;;;Eur;S
Asperula taurina;LC;2;0;0;●;;n;;n;●;;;;;;u;u;;;;Eur;S
Asperula tinctoria;NT;3;-1;-1;●;EN;CR;CR;VU;;●;–;;●;●;●;●;●;●;;Eur;S
Asplenium adiantum-nigrum s.str.;VU;2;-1;-1;●;CR;n;●;EN;●;●;●;u;●;●;●;●;†;●;;Kosm;S
Asplenium adulterinum;VU;1;0;-1;●;●;;;;;●;–;●;●;●;;●;;●;;Hol;S
Asplenium ceterach;n;;;;;;;;;u;;u;le;le;u;;le;;u;;;S
Asplenium cuneifolium;VU;2;-1;-1;●;●;;EN;;;;;●;;●;;●;;●;;Eur;S
Asplenium fissum;LC;2;0;0;●;;;;;;;;;–;●;●;●;;;;Eur;S
Asplenium fontanum;CR;1;-3;-3;●;;;;;●;;;;;;–;;;;;Eur;S
Asplenium lepidum;NT;2;0;-1;●;EN;;;;;;;;;●;;●;;;;Eur;S
Asplenium ruta-muraria subsp. dolomiticum;LC;1;0;0;●;;;;;;;●;;●;;;;;;;Eur;S
Asplenium ruta-muraria subsp. ruta-muraria;LC;5;0;0;●;●;●;●;●;●;●;●;●;●;●;●;●;●;●;;Hol;S
Asplenium scolopendrium;NT;3;-1;0;●;;EN;VU;n;●;●;†;●;●;●;●;●;u;●;;Hol;S
Asplenium seelosii;LC;2;0;0;●;;;;;;;●;;●;●;●;●;;;;E-Alp;S
Asplenium septentrionale;LC;3;0;0;●;VU;;VU;CR;●;●;●;●;●;●;●;●;†;●;;Hol;S
Asplenium trichomanes subsp. hastatum;LC;2;0;0;●;●;●;;;●;●;●;●;●;●;●;●;;;;Hol;S
Asplenium trichomanes subsp. inexpectans;LC;1;0;0;●;;?;;;;;;le;●;●;;●;;;;Eur;S
Asplenium trichomanes subsp. pachyrachis;LC;2;0;0;●;n;●;;;;;–;●;●;●;●;●;;●;;Eur;S
Asplenium trichomanes subsp. quadrivalens;LC;4;0;0;●;●;●;●;●;●;●;●;●;●;●;●;●;●;●;;Hol;S
Asplenium trichomanes subsp. trichomanes;LC;3;0;0;●;●;●;●;;●;●;●;●;●;●;●;●;–;●;;Kosm;S
Asplenium viride;LC;4;0;0;●;NT;●;VU;n;●;●;●;●;●;●;●;●;u;●;;Hol;S
Aster alpinus;LC;4;0;0;●;;;;;●;●;●;●;●;●;●;●;;;;Hol;S
Aster amellus;VU;3;-2;-2;●;●;CR;CR;●;;●;†;u;●;●;●;●;●;●;;Euras;S
Astragalus alpinus;LC;3;0;0;●;;;;;●;●;●;●;●;●;●;;;;;Hol;S
Astragalus asper;VU;2;-1;-1;;n;;;●;●;;;;;;–;●;●;●;;Euras;S
Astragalus australis;LC;3;0;0;●;;;;;●;●;●;●;●;●;;;;;;Hol;S
Astragalus austriacus;VU;2;-1;-1;RE?;;;;●;;;;;;;–;●;●;●;;Euras;S
Astragalus cicer;LC;4;-1;0;NT;VU;VU;VU;●;;●;●;●;●;●;●;●;●;●;;Eur (Hol);S
Astragalus danicus;RE;†;†;†;;;;;RE;;;;;;;u;†;u;;;Hol;S
Astragalus depressus;CR;1;-3;-3;●;;;;;;●;;;†;;;;;;;Eur;S
Astragalus exscapus;CR;1;-2;-2;;;;;●;;;;;;;;●;;●;;Eur;S
Astragalus frigidus;LC;3;0;0;●;;;;;●;●;●;●;●;●;●;●;;;;Hol;S
Astragalus glycyphyllos;LC;5;0;0;●;●;●;●;●;●;●;●;●;●;●;●;●;●;●;;Euras;S
Astragalus hypoglottis subsp. gremlii;VU;1;0;-1;●;;;;;;;;;●;;;;;;;Eur;S
Astragalus leontinus;CR;1;-2;-1;●;;;;;;†;●;;;;;;;;;Eur;S
Astragalus norvegicus;LC;2;0;0;●;;;;;;–;●;●;●;●;;;;;;Euras;S
Astragalus onobrychis;NT;3;-1;-1;●;VU;CR;;●;;●;†;?;●;u;†,u;●;●;●;;Euras;S
Astragalus penduliflorus;LC;3;0;0;●;;;;;●;●;●;●;●;●;;;;;;Euras;S
Astragalus sulcatus;EN;2;-2;-1;;;;;●;;;;;;u;;●;†,u;●;D;Euras;S
Astragalus vesicarius;CR;1;-3;-2;;;;;●;;;;;;;;●;;●;;Eur;S
Astrantia bavarica;LC;2;0;0;●;;;;;u;●;;;●;;;;;;;E-Alp;S
Astrantia carniolica;LC;2;0;0;●;;;;;;;;;●;;;;;;;SE-Alp;S
Astrantia major;LC;4;-1;0;●;VU;●;VU;EN;●;●;●;●;●;●;●;●;●;●;;Eur;S
Athamanta cretensis;LC;3;0;0;●;;;;;●;●;●;●;●;●;●;●;;;;Eur;S
Athyrium distentifolium;LC;4;0;0;●;●;;;;●;●;●;●;●;●;●;●;;;;Hol;S
Athyrium filix-femina;LC;5;0;0;●;●;●;●;●;●;●;●;●;●;●;●;●;●;●;;Kosm;S
Atocion rupestre;LC;4;0;0;●;n;;;;●;●;●;●;●;●;†,le;;;;;Eur;S
Atriplex intracontinentalis;EN;2;-2;-2;;;;;●;;;;;;;;;;●;;Hol;H
Atriplex micrantha;n;;;;;;;;;le;e;;le;u;u;e;e;e;u;;;H
Atriplex oblongifolia;LC;3;0;0;n;●;n;;●;;u;;u;;?;u;●;●;●;;Euras;H
Atriplex patula;LC;5;0;0;●;●;●;●;●;●;●;●;●;●;●;●;●;●;●;;Euras (Kosm);H
Atriplex prostrata;VU;2;-1;-1;n;●;n;n;●;u;u;–;u;u;u;e;●;●;●;;Euras (Kosm);H
Atriplex rosea;CR;1;-3;-2;n;n;n;;●;;;;u;;;;●;●;●;;Euras;H
Atriplex sagittata;LC;3;0;0;n;●;n;n;●;u;u;;u;u;●;le;●;●;●;;Euras;H
Atriplex tatarica;LC;3;0;0;n;VU;n;n;●;u;u;;;u;u;u;●;●;●;;Euras;H
Atropa bella-donna;LC;4;0;0;●;●;●;●;●;●;●;●;●;●;●;●;●;●;●;;Euras;S
Aurinia saxatilis;LC;2;0;0;n;●;n;n;●;u;u;le;u;u;le;e;●;le;le;;Eur (Hol);S
Avena fatua;LC;4;-1;0;●;●;●;●;●;u;●;●;u;●;●;●;●;●;●;;Kosm;H
Avenella flexuosa;LC;5;0;0;●;●;●;●;●;●;●;●;●;●;●;●;●;●;●;;Kosm;S
Avenula pubescens subsp. laevigata;LC;2;0;0;●;;;;;;●;●;●;●;;;;;;;Alp;S
Avenula pubescens subsp. pubescens;LC;5;-2;-2;●;NT;VU;NT;VU;●;●;●;●;●;●;●;●;●;●;;Euras;S
Azolla filiculoides;n;;;;;;;;;u;;;;;u;u;le?;u;;;;S
Ballota nigra subsp. meridionalis;VU;2;-2;0;●;;;n;n;●;●;●;;●;u;?;u;u;;;Eur;S
Ballota nigra subsp. nigra;LC;4;0;0;●;●;●;●;●;–;–;–;●;●;●;●;●;●;●;;Euras;S
Barbarea intermedia;n;;;;;;;;;e;e?;u;le;u;u;u;u;u;u;;;H
Barbarea stricta;VU;2;-1;0;n;●;●;●;●;e;u;le;–;e?;●;●*;●;●;●;;Euras;H
Barbarea vulgaris s.lat.;LC;5;0;0;●;●;●;●;●;●;e;●;●;●;●;●;●;●;●;;Euras (Hol);S
Bartsia alpina;LC;4;0;0;●;;;;;●;●;●;●;●;●;●;●;;;;Hol;S
Bassia laniflora;CR;1;-3;-3;;;;;●;;;;;;;;●;;?;;Euras;H
Bassia prostrata;EN;1;-1;-1;;;;;●;;;;;;;–;●;;–;D;Euras;S
Bassia scoparia;n;;;;;;;;;;u;u;u;u;u;e?;e;e;e;;;H
Bellardiochloa variegata;LC;3;0;0;●;;;;;;●;●;●;●;●;;;;;;Eur;S
Bellidiastrum michelii;LC;4;0;0;●;RE;EN;;;●;●;●;●;●;●;●;●;;;;Eur;S
Bellis perennis;LC;5;0;0;●;●;●;●;●;●;●;●;●;●;●;●;●;●;●;;Eur (Kosm);S
Berberis aquifolium;n;;;;;;;;;u;u;u;le;u;le;e;e;e;e;;;B
Berberis thunbergii;n;;;;;;;;;?;le?;le;le?;u;u;le?;u;u;u;;;S
Berberis vulgaris;LC;5;-1;-1;●;●;●;VU;●;●;●;●;●;●;●;●;●;●;●;;Eur (Hol);B
Berteroa incana;LC;3;0;0;●;●;●;●;●;u;le;●;u;●;●;●;●;●;●;;Euras (Hol);S
Berula erecta;VU;3;-2;-1;●;EN;●;●;●;●;●;†;●;●;●;●;●;●;●;;Kosm;S
Betonica alopecuros subsp. jacquinii;LC;3;0;0;●;;;;;;●;●;●;●;●;●;●;;;;Eur;S
Betonica hirsuta;VU;1;0;-1;●;;;;;;;;;●;;;;;;;Eur;S
Betonica officinalis;NT;4;-2;-2;●;VU;VU;●;VU;●;●;●;●;●;●;●;●;●;●;;Euras;S
Betula humilis;CR;1;-1;-2;●;;●;;;–;;;†;●;●;●;;;;;Euras;B
Betula nana;VU;2;-1;-1;●;CR;EN;;;–;●;;●;●;●;●;●;;;;Hol;B
Betula pendula;LC;5;0;0;●;●;●;●;●;●;●;●;●;●;●;●;●;●;●;;Euras (Kosm);B
Betula pubescens s.lat.;LC;3;0;0;●;EN;EN;EN;CR;●;●;●;●;●;●;●;●;;●;;Euras (Hol);B
Bidens cernua;VU;3;-2;-2;EN;●;●;EN;EN;†;●;●;●;●;●;●;●;●;●;;Hol;H
Bidens frondosa;n;;;;;;;;;u;u;;e;le;e;e;e;e;e;;;H
Bidens radiata;EN;2;-1;-2;;●;;n;●;–;;;;;e;●;●;u;–;;Euras;H
Bidens tripartita;NT;4;-2;-2;●;●;●;●;●;●;●;●;●;●;●;●;●;●;●;;Euras (Kosm);H
Bifora radians;LC;3;1;0;n;n;n;●*;●*;u;u;;u;u;u;u;●*;●*;●*;;Eur;H
Biscutella laevigata subsp. austriaca;LC;3;0;0;●;;EN;;VU;;;;;;●;●;●;●*;●;S;Eur;S
Biscutella laevigata subsp. kerneri;EN;1;-1;-1;;●;;;●;;;;;;;u;●;;;S;Eur;S
Biscutella laevigata subsp. laevigata;LC;4;0;0;●;;G;;;●;●;●;●;●;●;●;;;;;Eur;S
Bistorta officinalis;NT;4;-2;-2;●;●;EN;VU;RE;●;●;●;●;●;●;●;●;;●;;Hol;S
Bistorta vivipara;LC;5;0;0;●;;;;;●;●;●;●;●;●;●;●;;;;Eur;S
Blackstonia acuminata;CR;1;-1;-2;●;;;RE;●;●;;;;;†;;●;●;●;;Eur;H
Blackstonia perfoliata s.str.;RE;†;†;†;RE;;n;;;†;;;;;;;u;;;;Eur (Kosm);H
Blitum bonus-henricus;LC;5;-1;-1;●;VU;EN;EN;CR;●;●;●;●;●;●;●;●;●;●;;Eur;S
Blitum virgatum;EN;1;-1;-1;●;n;n;n;n;u;●;●;●;●;u;u;u;u;;;Euras (Hol);H
Blysmus compressus;LC;4;-1;-1;●;RE?;CR;;EN;●;●;●;●;●;●;●;●;●;●;;Euras;S
Bolboschoenus laticarpus;G;2;?;?;n;●*;●*;;●;;;;;;;●;●;?;;;Euras;S
Bolboschoenus maritimus s.str.;EN;2;-2;-2;CR*;;RE?*;;●;;●*;;;●*;;u;●;●;●;;Kosm;S
Bolboschoenus planiculmis;G;2;?;?;●*;;●*;;●;;;;u;?;;●*;●;●;●;;Euras;S
Bolboschoenus yagara;EN;2;-2;-1;G;G;G*;●;G;;;;;●;●;●*;●;●;;;Euras;S
Bombycilaena erecta;RE;†;†;†;;;;;RE;;;;;;;;†;u;;;Eur;H
Bothriochloa ischaemum;LC;3;0;0;●;VU;EN;●;●;†,u;●;●;u;●;●;●;●;●;●;;Euras;S
Botrychium lanceolatum;VU;1;0;-1;●;;;;;;●;●;●;†?;;;;;;;Hol;S
Botrychium lunaria;LC;4;0;0;●;CR;CR;RE;CR;●;●;●;●;●;●;●;●;●;●;;Kosm;S
Botrychium matricariifolium;EN;1;-1;-1;●;CR;;RE;;†;●;●;●;●;●;●;●;;–;;Kosm;S
Botrychium multifidum;CR;1;-2;-1;●;;;RE;;;●;●;●;●;●;?;●;;;;Hol;S
Botrychium simplex s.lat.;EN;1;-1;-1;●;;;;;●;●;●;●;;●;;;;;;Hol;S
Botrychium virginianum;VU;2;-1;0;●;;;;;;†?;●;●;●;●;●;●;;;;Kosm;S
Brachypodium pinnatum s.str.;LC;5;-1;-1;●;●;●;●;●;●;●;●;●;●;●;●;●;●;●;;Euras;S
Brachypodium rupestre;LC;4;0;0;●;n;G*;●;n;●;●;●;●;●;●;●;e;e;●;;Eur;S
Brachypodium sylvaticum;LC;5;0;0;●;●;●;●;●;●;●;●;●;●;●;●;●;●;●;;Euras;S
Brassica rapa;n;;;;;;;;;e?;e?;u;e?;e?;e?;u;u;u;u;;;H
Braya alpina;VU;2;-1;-1;●;;;;;;●;●;●;●;;;;;;S;E-Alp;S
Briza media;LC;5;-2;-2;●;NT;VU;VU;VU;●;●;●;●;●;●;●;●;●;●;;Eur (Hol);S
Bromus arvensis;RE?;†?;†?;†?;RE,n;RE,n;RE?,n;RE?,n;RE?,n;†;†,u;†;u;†,u;†?;†?*;†?;†,u;†?;;Euras (Hol);H
Bromus benekenii;LC;4;0;0;●;●;●;●;●;●;●;●;●;●;●;●;●;●;●;;Eur;S
Bromus carinatus s.str.;n;;;;;;;;;u;u;;u;u;e;u;?;u;;;;S
Bromus commutatus;LC;2;1;0;●*;●*;●;●;●;●;●;u;e;u;●;●*;●;●;●;;Eur (Kosm);H
Bromus erectus s.str.;LC;5;-2;-2;●;VU;VU;●;●;●;●;●;●;●;●;●;●;●;●;;Eur (Kosm);S
Bromus hordeaceus subsp. hordeaceus;LC;5;0;0;●;●;●;●;●;●;●;●;●;●;●;●;●;●;●;;Euras (Kosm);H
Bromus hordeaceus subsp. thominei;G;1;?;?;;;;;●;;?;;;;;;;;●;;Eur;H
Bromus inermis;LC;5;1;0;●;●;●;●*;●;e;e;e;e;e;●;●*;●;●;●;;Hol;S
Bromus japonicus;LC;3;1;0;n;VU;n;n;●;u;e;u;e;u;e;e;●;●;●;;Euras (Hol);H
Bromus pannonicus;EN;1;-1;-1;●;;;;CR;;;;;;●;;●;;●;;Eur;S
Bromus racemosus s.str.;CR;1;-2;-2;●;;RE,n;●;●;–;–;–;u;u;●;●*;●;●;●;;Eur (Kosm);H
Bromus ramosus s.str.;LC;3;0;0;●;CR;EN;VU;VU;●;●;;●;●;●;●;●;●;●;;Eur;S
Bromus riparius;n;;;;;;;;;;;;u;;;le?;;;;;;S
Bromus secalinus;EN;2;-3;-1;RE,n;CR;CR;●;CR;†,u;†,u;†;†,u;†;●;●;●;●;●;;Euras;H
Bromus squarrosus;EN;1;-1;-1;n;;n;;●;;●;;e;u;u;u;●;●;●;;Euras (Hol);H
Bromus sterilis;LC;4;1;0;●;●;●;●;●;●;e;●;e;●;●;●;●;●;●;;Euras (Kosm);H
Bromus tectorum;LC;4;1;0;●;●;●;●;●;●;●;●;e;●;●;●;●;●;●;;Euras (Kosm);H
Brunnera macrophylla;n;;;;;;;;;u;u;u;u;u;le;u;u;u;u;;;S
Bryonia alba;LC;3;0;0;VU;●;RE?;VU;●;u;u;u;u;●;●;u;●;†;●;;Eur (Hol);S
Bryonia dioica;LC;3;0;-1;EN;EN;EN;RE;●;;u;–;;●;†;●;●;●;●;;Eur;S
Buddleja davidii;n;;;;;;;;;e;e;le;e;e;e;e;e;e;e;;;S
Buglossoides arvensis agg.;LC;4;-1;0;VU;NT;NT;VU;●;†*,u;●;●;●;●;●;●;●;●;●;;Euras (Kosm);H
Buglossoides arvensis s.str.;G;?;?;?;●;●;●;DD;●;†*,u;●;●;●;●;●;●;●;●;●;;Euras (Kosm);H
Buglossoides incrassata subsp. splitgerberi;NT;3;-1;0;n;DD;n;DD;●;;;;u;;;u;●;●;●;;Eur;H
Bunias erucago;n;;;;;;;;;u;u;u;u;u;u;e;u;u;u;;;H
Bunias orientalis;n;;;;;;;;;u;le;u;e;e;e;e;e;e;e;;;H
Bunium bulbocastanum;n;;;;;;;;;;;;;u;;;le;u;;;;H
Buphthalmum salicifolium;LC;4;-1;-1;●;VU;VU;VU;VU;●;●;●;●;●;●;●;●;●;●;;Eur;S
Bupleurum affine;VU;2;-1;-1;EN;EN;;;●;;;;;;;;●;●;●;;Eur;H
Bupleurum falcatum;NT;3;-1;-1;●;●;VU;;●;;–;;–;;●;●;●;●;●;;Euras;S
Bupleurum longifolium;VU;2;-1;0;●;●;;;;●;●;;●;●;●;●;●;;;;Eur;S
Bupleurum petraeum;LC;2;0;0;●;;;;;;;;;●;;;;;;;Alp;S
Bupleurum praealtum;EN;1;-1;-1;;;;;●;;;;;;;;●;†;;;Eur;H
Bupleurum ranunculoides;LC;2;0;0;●;;;;;●;●;;●;;●;;;;;;Eur;S
Bupleurum rotundifolium;EN;2;-2;-2;●;n;RE;;●;u;u;;;u;u;†,u;●;●;●;;Euras (Hol);H
Bupleurum stellatum;LC;1;0;0;●;;;;;●;;;;;;;;;;;Eur;S
Bupleurum tenuissimum;EN;2;-2;-2;;;;;●;;;;;;;;†?;†;●;;Eur;H
Butomus umbellatus;VU;3;-2;-1;;●;●;EN;●;;;;;u;●;●;●;●;●;;Euras (Hol);S
Buxus sempervirens;n;;;;;;;;;u;u;u;le;;u;u;u;u;u;;;B
Cabomba caroliniana;n;;;;;;;;;;;;;le?;;;le?;?;;;;S
Calamagrostis arundinacea;LC;4;0;0;●;●;VU;●;VU;●;●;●;●;●;●;●;●;●;●;;Euras;S
Calamagrostis canescens s.str.;NT;3;-1;-1;VU;●;VU;EN;●;●;†?;●;●;●;●;●;●;●;●;;Euras;S
Calamagrostis epigejos;LC;5;1;0;●;●;●;●;●;●;●;●;●;●;●;●;●;●;●;;Kosm;S
