"taxon";"rl";"a";"b";"r";"rl.al";"rl.bm";"rl.nv";"rl.sv";"rl.pa";"o.v";"o.nt";"o.ot";"o.s";"o.k";"o.st";"o.o";"o.n";"o.w";"o.b";"responsibility";"distribution";"lifeform"
"Allium oleraceum";"LC";"4";"-1";"-1";"LC";"NT";"NT";"NT";"LC";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"";"Eur";"S"
"Allium paradoxum";"n";"";"";"";"";"";"";"";"";"";"";"";"u";"";"";"";"le";"le";"";"";"";"S"
"Allium rotundum";"VU";"3";"-2";"-1";"VU";"n";"RE?";"";"VU";"";"";"";"";"";"u";"u";"#";"#";"#";"";"Euras";"S"
"Allium sativum";"n";"";"";"";"";"";"";"";"";"";"";"";"u";"u";"";"u";"e";"u";"e";"";"";"S"
"Allium schoenoprasum";"LC";"3";"0";"-1";"LC";"CR";"CR";"n";"VU";"#";"#";"#";"#";"#";"#";"#";"#";"u";"u";"";"Hol";"S"
"Allium scorodoprasum";"LC";"4";"0";"-1";"NT";"VU";"NT";"VU";"LC";"u";"";"#";"#";"#";"#";"#";"#";"#";"#";"";"Euras";"S"
"Allium sphaerocephalon";"VU";"3";"-2";"-1";"CR";"RE*";"RE*,n";"CR";"VU";"+";"";"–";"u";"";"";"+*,u";"#";"#";"#";"";"Eur";"S"
"Allium strictum";"EN";"1";"-1";"-1";"EN";"";"";"";"";"";"#";"";"#";"#";"#";"";"";"";"";"";"Euras";"S"
"Allium suaveolens";"EN";"2";"-2";"-2";"EN";"";"";"";"EN";"#";"#";"";"";"";"";"";"#";"le";"#";"";"Eur";"S"
"Allium tuberosum";"n";"";"";"";"";"";"";"";"";"";"";"u";"";"";"le";"";"u";"u";"";"";"";"S"
"Allium ursinum";"LC";"4";"0";"0";"LC";"LC";"LC";"LC";"LC";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"";"Eur";"S"
"Allium victorialis";"LC";"3";"0";"0";"LC";"";"";"";"";"#";"#";"#";"#";"#";"#";"#";"#";"";"";"";"Eur";"S"
"Allium vineale";"LC";"4";"-1";"0";"VU";"LC";"LC";"NT";"LC";"#";"e";"#";"#";"#";"#";"#";"#";"#";"#";"";"Hol (Kosm)";"S"
"Alnus alnobetula";"LC";"4";"0";"0";"LC";"VU";"CR";"VU";"";"#";"#";"#";"#";"#";"#";"#";"#";"";"#";"";"Eur";"B"
"Alnus glutinosa";"LC";"5";"-1";"-1";"LC";"LC";"LC";"LC";"LC";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"";"Euras";"B"
"Alnus incana";"LC";"5";"-2";"-1";"LC";"NT";"LC";"LC";"NT";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"";"Euras (Hol)";"B"
"Alopecurus aequalis";"NT";"4";"-2";"-1";"VU";"NT";"NT";"VU";"VU";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"";"Kosm";"S"
"Alopecurus geniculatus";"LC";"3";"0";"0";"LC";"LC";"VU";"VU";"VU";"u";"le";"le";"#";"#";"#";"#";"#";"#";"#";"";"Eur (Hol)";"S"
"Alopecurus myosuroides";"n";"";"";"";"";"";"";"";"";"u";"u";"u";"u";"u";"u";"e";"e";"e";"e";"";"";"H"
"Alopecurus pratensis";"LC";"5";"-1";"-1";"LC";"LC";"LC";"LC";"NT";"#*";"e";"#";"e";"#";"#";"#";"#";"#";"#";"";"Euras (Kosm)";"S"
"Althaea officinalis s.str.";"VU";"2";"-1";"-1";"n";"n";"n";"n";"VU";"u";"u";"u";"u";"e";"e";"e";"#";"#";"#";"";"Euras (Hol)";"S"
"Althaea taurinensis";"n";"";"";"";"";"";"";"";"";"";"u";"u";"u";"u";"e";"u";"e";"e";"e";"";"";"S"
"Alyssum alyssoides";"LC";"4";"-1";"-1";"VU";"LC";"EN";"CR";"LC";"#";"#";"+?";"+,u";"#";"#";"#";"#";"#";"#";"";"Eur (Kosm)";"H"
"Alyssum gmelinii";"VU";"2";"-1";"-1";"VU";"VU";"n";"RE?*";"VU";"";"u";"";"u";"#";"#";"u";"#";"";"#";"";"Eur";"S"
"Alyssum neglectum";"VU";"1";"0";"-1";"VU";"";"";"";"";"";"";"";"";"";"#";"";"";"";"";"E";"NE-Alp*!";"S"
"Alyssum repens";"NT";"2";"0";"-1";"NT";"";"";"";"";"";"";"";"";"#";"#";"";"";"";"";"";"Eur";"S"
"Alyssum turkestanicum";"EN";"2";"-2";"-1";"";"";"";"";"EN";"";"";"";"";"";"";"–";"#*";"+*";"";"";"Hol";"H"
"Alyssum wulfenianum subsp. ovirense";"VU";"1";"0";"-1";"VU";"";"";"";"";"";"";"";"";"#";"";"";"";"";"";"";"Eur";"S"
"Alyssum wulfenianum subsp. wulfenianum";"CR";"1";"-2";"-2";"CR";"";"";"";"";"";"";"";"";"#";"";"";"";"";"";"S";"SE-Alp*";"S"
"Amaranthus albus";"n";"";"";"";"";"";"";"";"";"u";"u";"u";"u";"e";"e";"e";"e";"e";"e";"";"";"H"
"Amaranthus blitoides";"n";"";"";"";"";"";"";"";"";"";"u";"";"?";"u";"u";"";"e";"e";"e";"";"";"H"
"Amaranthus blitum s.str.";"LC";"3";"1";"0";"VU";"LC";"LC";"LC";"LC";"#";"u";"u";"#";"#";"#";"#*";"#";"#";"#";"";"Eur (Kosm)";"H"
"Amaranthus emarginatus";"n";"";"";"";"";"";"";"";"";"";"u";"u";"u";"u";"u";"u";"e";"u";"le";"";"";"H"
"Amaranthus graecizans";"CR";"1";"-3";"-2";"?";"";"";"?";"CR";"u";"";"";"–";"u";"#*";"?";"#";"#";"#";"";"Euras (Kosm)";"H"
"Amaranthus powellii";"n";"";"";"";"";"";"";"";"";"e";"e";"e";"e";"e";"e";"e";"e";"e";"e";"";"";"H"
"Amaranthus retroflexus";"n";"";"";"";"";"";"";"";"";"e";"e";"e";"e";"e";"e";"e";"e";"e";"e";"";"";"H"
"Ambrosia artemisiifolia";"n";"";"";"";"";"";"";"";"";"e";"e";"e";"e";"e";"e";"e";"e";"e";"e";"";"";"H"
"Amelanchier ovalis s.lat.";"LC";"4";"0";"0";"LC";"n";"EN";"";"LC";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"";"Euras";"B"
"Ammi majus";"n";"";"";"";"";"";"";"";"";"u";"u";"u";"u";"u";"u";"u";"le";"u";"u";"";"";"H"
"Amorpha fruticosa";"n";"";"";"";"";"";"";"";"";"u";"u";"u";"u";"u";"le";"u";"e";"e";"e";"";"";"B"
"Anacamptis coriophora";"EN";"2";"-3";"-1";"CR";"RE";"RE";"RE";"EN";"+";"+";"+";"+";"#";"#";"+";"#";"#";"#";"";"Euras";"S"
"Anacamptis morio";"VU";"4";"-3";"-2";"EN";"EN";"CR";"EN";"VU";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"";"Eur";"S"
"Anacamptis palustris";"EN";"2";"-2";"-2";"RE";"";"RE";"RE";"EN";"";"";"";"+";"";"+";"+";"#";"+";"#";"";"Euras";"S"
"Anacamptis pyramidalis";"VU";"3";"-2";"-1";"VU";"";"CR";"CR";"EN";"#";"";"–";"";"#";"#";"#";"#";"#";"#";"";"Eur";"S"
"Anchusa officinalis";"LC";"4";"-1";"-1";"LC";"LC";"EN";"VU";"LC";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"";"Eur (Hol)";"H"
"Andromeda polifolia";"VU";"3";"-2";"-2";"VU";"EN";"EN";"";"";"#";"#";"?";"#";"#";"#";"#";"#";"";"";"";"Hol";"S"
"Androsace alpina";"LC";"3";"0";"-1";"LC";"";"";"";"";"#";"#";"#";"#";"#";"#";"–";"";"";"";"";"Alp";"S"
"Androsace chamaejasme";"LC";"3";"0";"0";"LC";"";"";"";"";"#";"#";"";"#";"#";"#";"#";"#";"";"";"";"Hol";"S"
"Androsace elongata";"VU";"2";"-1";"-1";"";"VU";"";"";"VU";"";"";"";"";"";"";"";"#";"#";"#";"";"Eur";"H"
"Androsace hausmannii";"LC";"2";"0";"0";"LC";"";"";"";"";"";"#";"#";"#";"#";"#";"#";"";"";"";"";"E-Alp";"S"
"Androsace helvetica";"LC";"3";"0";"0";"LC";"";"";"";"";"#";"#";"";"#";"";"#";"#";"";"";"";"";"Eur";"S"
"Androsace lactea";"LC";"3";"0";"0";"LC";"";"";"";"";"#";"#";"";"#";"#";"#";"#";"#";"";"";"";"Eur";"S"
"Androsace maxima";"EN";"2";"-2";"-1";"";"RE?";"";"";"EN";"";"u";"";"";"";"";"";"#";"#";"#";"";"Euras";"H"
"Androsace obtusifolia";"LC";"3";"0";"0";"LC";"";"";"";"";"#";"#";"#";"#";"#";"#";"+";"#";"";"";"";"Eur";"S"
"Androsace septentrionalis";"CR";"1";"-2";"-2";"CR";"";"";"";"";"";"#";"";"";"";"";"–";"#";"";"";"D";"Hol";"H"
"Androsace villosa";"VU";"1";"0";"-1";"VU";"";"";"";"";"";"";"";"";"#";"#";"–";"";"";"";"";"Eur";"S"
"Androsace vitaliana subsp. sesleri";"VU";"1";"0";"-1";"VU";"";"";"";"";"";"";"";"";"#";"";"";"";"";"";"";"SE-Alp";"S"
"Androsace wulfeniana";"LC";"2";"0";"0";"LC";"";"";"";"";"";"";"";"#";"#";"#";"";"";"";"";"S";"E-Alp";"S"
"Anemonastrum narcissiflorum";"LC";"3";"0";"0";"LC";"";"";"";"";"#";"#";"";"#";"#";"#";"#";"#";"";"";"";"Eur";"S"
"Anemone apennina";"n";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"le";"";"u";"";"";"S"
"Anemone baldensis";"LC";"3";"0";"0";"LC";"";"";"";"";"";"#";"#";"#";"#";"#";"";"#";"";"";"";"Eur";"S"
"Anemone blanda";"n";"";"";"";"";"";"";"";"";"";"u";"";"u";"";"";"u";"le";"le";"";"";"";"S"
"Anemone nemorosa";"LC";"5";"-1";"-1";"LC";"LC";"LC";"LC";"LC";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"";"Euras";"S"
"Anemone ranunculoides";"LC";"4";"0";"-1";"LC";"LC";"LC";"LC";"LC";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"";"Euras";"S"
"Anemone sylvestris";"VU";"3";"-2";"-1";"VU";"EN";"RE?";"RE";"VU";"";"";"";"+";"";"#";"+";"#";"#";"#";"";"Euras";"S"
"Anemone trifolia";"LC";"3";"0";"0";"LC";"";"LC";"";"";"";"";"#";"#";"#";"#";"#";"#";"";"";"";"Eur";"S"
"Angelica archangelica subsp. litoralis";"n";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"e";"e";"e";"";"";"";"H"
"Angelica sylvestris";"LC";"5";"-1";"-1";"LC";"LC";"LC";"LC";"LC";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"";"Euras";"H"
"Antennaria carpatica";"LC";"3";"0";"0";"LC";"";"";"";"";"#";"#";"#";"#";"#";"#";"#";"";"";"";"";"Eur";"S"
"Antennaria dioica";"LC";"5";"-2";"-1";"LC";"EN";"RE?";"EN";"CR";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"";"Hol";"S"
"Anthemis arvensis";"LC";"4";"-1";"-1";"VU";"LC";"LC";"LC";"VU";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"";"Eur (Kosm)";"H"
"Anthemis carpatica";"VU";"1";"0";"-1";"VU";"";"";"";"";"";"";"";"";"";"#";"–";"";"";"";"D";"Eur";"S"
"Anthemis cotula";"VU";"2";"-2";"0";"EN";"CR";"RE?";"CR";"VU";"u";"u";"u";"+*,u";"#";"#";"#*";"#";"#";"#";"";"Eur (Kosm)";"H"
"Anthemis ruthenica";"EN";"2";"-2";"-1";"n";"n";"n";"n";"EN";"";"u";"";"";"u";"u";"le?";"#";"#";"#";"";"Eur";"H"
"Anthericum liliago";"EN";"2";"-2";"-1";"EN";"";"";"";"";"#";"#";"–";"";"–";"+";"–";"–";"+";"";"";"Eur";"S"
"Anthericum ramosum";"LC";"4";"-1";"-1";"LC";"VU";"VU";"VU";"VU";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"";"Eur";"S"
"Anthoxanthum alpinum";"LC";"4";"0";"0";"LC";"CR";"";"";"";"#";"#";"#";"#";"#";"#";"#";"#";"";"#";"";"Euras";"S"
"Anthoxanthum australe";"NT";"3";"-1";"-1";"NT";"VU";"CR";"VU";"NT";"";"";"";"–";"#";"#";"#";"#";"#";"#";"";"Eur";"S"
"Anthoxanthum nitens s.lat.";"CR";"1";"-1";"-2";"CR";"";"";"";"";"";"u";"#";"";"";"#";"–";"#";"";"+?";"V";"Hol";"S"
"Anthoxanthum odoratum s.str.";"LC";"5";"-1";"-1";"LC";"LC";"NT";"NT";"NT";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"";"Eur (Kosm)";"S"
"Anthoxanthum repens";"CR";"1";"-2";"-3";"";"";"";"";"CR";"";"";"";"";"";"";"";"#";"";"+?";"V";"Euras";"S"
"Anthriscus caucalis";"NT";"3";"-1";"0";"n";"";"n";"n";"NT";"";"u";"";"u";"–";"u";"u";"#";"#";"#";"";"Eur (Hol)";"H"
"Anthriscus cerefolium";"LC";"3";"1";"0";"n";"LC";"n";"n";"LC";"";"u";"le?";"u";"e";"e";"e";"#";"#";"#";"";"Euras (Kosm)";"H"
"Anthriscus nitidus";"LC";"3";"0";"0";"LC";"LC";"LC";"LC";"";"#";"#";"#";"#";"#";"#";"#";"#";"";"#";"";"Eur";"H"
"Anthriscus sylvestris s.str.";"LC";"5";"1";"0";"LC";"LC";"LC";"LC";"LC";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"";"Kosm";"S"
"Anthyllis montana subsp. jacquinii";"EN";"1";"-1";"-1";"EN";"";"";"";"";"";"";"";"";"#";"";"–";"#";"";"";"";"Eur";"S"
"Anthyllis vulneraria subsp. alpicola";"LC";"4";"0";"0";"LC";"";"CR";"";"";"#";"#";"#";"#";"#";"#";"#";"#";"";"";"";"Eur";"S"
"Anthyllis vulneraria subsp. carpatica";"NT";"3";"-1";"-1";"NT";"VU";"VU";"EN";"VU";"#";"#";"#";"u";"#";"#";"#";"#";"#";"#";"";"Eur";"S"
"Anthyllis vulneraria subsp. polyphylla";"NT";"3";"-1";"-1";"G*";"";"CR";"";"NT";"";"";"";"";"#*";"#";"?";"#";"#";"#";"";"Eur";"S"
"Anthyllis vulneraria subsp. pseudovulneraria";"DD";"?";"?";"?";"DD";"n";"n";"n";"n";"#*";"e?";"u";"e?";"e?";"e?";"e?";"e?";"e?";"e?";"";"?";"S"
"Antirrhinum majus";"n";"";"";"";"";"";"";"";"";"u";"u";"u";"le?";"u";"u";"u";"le";"le";"le";"";"";"S"
"Apera interrupta";"LC";"2";"1";"0";"n";"";"n";"";"LC";"";"";"";"";"";"";"u";"#";"#";"#";"";"Euras (Kosm)";"H"
"Apera spica-venti";"LC";"4";"1";"0";"NT";"LC";"LC";"LC";"LC";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"";"Eur (Hol)";"H"
"Apium graveolens";"RE";"+";"+";"+";"n";"";"n";"";"RE*";"u";"";"";"";"u";"u";"u";"+*,u";"u";"+*,u";"";"Euras (Kosm)";"H"
"Aposeris foetida";"LC";"4";"0";"0";"LC";"";"LC";"VU";"";"#";"#";"#";"#";"#";"#";"#";"+?";"";"#";"";"Eur";"S"
"Aquilegia alpina";"CR";"1";"?";"-1";"CR";"";"";"";"";"#";"–";"";"";"";"";"";"";"";"";"";"Eur";"S"
"Aquilegia einseleana";"VU";"1";"0";"-1";"VU";"";"";"";"";"le";"#";"#";"";"#";"";"";"";"";"";"";"Alp";"S"
"Aquilegia vulgaris subsp. atrata";"LC";"4";"0";"0";"LC";"?";"VU";"";"";"#";"#";"#";"#";"#";"#";"#";"#";"";"";"";"Eur";"S"
"Aquilegia vulgaris subsp. nigricans";"LC";"2";"0";"0";"LC";"";"n";"";"";"";"";"?";"";"#";"#";"u";"?";"le?";"";"";"Eur";"S"
"Aquilegia vulgaris subsp. vulgaris";"LC";"4";"-1";"-1";"LC";"LC";"EN";"VU";"VU";"#";"#*";"u";"e";"?";"#";"#*";"#";"#";"#";"";"Eur (Kosm)";"S"
"Arabidopsis arenosa";"LC";"4";"1";"0";"LC";"LC";"LC";"LC";"LC";"#";"e";"#";"#";"#";"#";"#";"#";"#";"#";"";"Eur";"H"
"Arabidopsis halleri";"?";"";"";"";"";"";"";"";"";"–";"#";"#";"#";"#";"#";"#";"#";"u";"#";"";"";"S"
"Arabidopsis halleri subsp. halleri";"VU";"2";"-1";"-1";"VU";"VU";"";"";"";"";"#";"";"";"";"";"#";"#";"";"";"";"Eur";"S"
"Arabidopsis halleri subsp. ovirensis";"LC";"4";"-1";"-1";"LC";"";"";"VU";"";"";"";"?";"#";"#";"#";"#";"#";"";"#";"";"Eur";"S"
"Arabidopsis lyrata subsp. petraea";"LC";"2";"0";"0";"LC";"VU";"";"";"";"";"";"";"";"#";"#";"–";"#";"";"";"";"Hol";"S"
"Arabidopsis thaliana";"LC";"4";"0";"0";"LC";"LC";"LC";"LC";"LC";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"";"Eur (Kosm)";"H"
"Arabis alpina s.str.";"LC";"4";"0";"0";"LC";"f";"VU";"";"";"#";"#";"#";"#";"#";"#";"#";"#";"";"";"";"Kosm";"S"
"Arabis arabiformis";"LC";"2";"0";"0";"LC";"";"";"";"";"";"";"";"";"#";"";"";"";"";"";"";"Eur";"S"
"Arabis auriculata";"NT";"3";"-1";"-1";"VU";"NT";"CR";"";"NT";"";"";"";"–";"";"";"le";"#";"#";"#";"";"Euras";"H"
"Arabis bellidifolia s.str.";"LC";"3";"0";"0";"LC";"";"";"";"";"#";"#";"#";"#";"#";"#";"#";"#";"";"";"";"Eur";"S"
"Arabis caerulea";"LC";"3";"0";"0";"LC";"";"";"";"";"#";"#";"#";"#";"#";"#";"#";"#";"";"";"";"Alp";"S"
"Arabis ciliata";"LC";"4";"-1";"-1";"LC";"";"";"";"";"#";"#";"#";"#";"#";"#";"#";"#";"";"";"";"Eur";"S"
"Arabis hirsuta s.str.";"LC";"4";"-1";"-1";"LC";"LC";"LC";"LC";"LC";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"";"Eur";"S"
"Arabis nemorensis";"CR";"2";"-3";"-2";"CR";"n";"CR";"";"CR";"";"";"";"#";"–";"";"#";"#";"#";"#";"";"Eur";"S"
"Arabis nova";"EN";"1";"-1";"-1";"EN";"";"";"";"";"";"#";"#";"";"";"";"";"";"";"";"";"Eur";"H"
"Arabis procurrens";"n";"";"";"";"";"";"";"";"";"";"";"u";"u";"le";"u";"";"";"u";"u";"";"";"S"
"Arabis rosea";"n";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"le";"";"";"";"";"S"
"Arabis sagittata";"NT";"3";"-1";"-1";"NT";"NT";"NT";"EN";"NT";"";"u";"#";"#";"#";"#";"#";"#";"#";"#";"";"Eur";"S"
"Arabis soyeri subsp. subcoriacea";"LC";"3";"0";"0";"LC";"";"CR";"";"";"#";"#";"#";"#";"#";"#";"#";"#";"";"";"";"Eur";"S"
"Arabis stellulata";"LC";"3";"0";"0";"LC";"";"";"";"";"#";"#";"#";"#";"#";"#";"#";"#";"";"";"";"Eur";"S"
"Arabis sudetica";"LC";"2";"0";"0";"LC";"";"";"";"";"";"";"";"#";"#";"#";"";"";"";"";"";"Eur";"S"
"Aralia elata";"n";"";"";"";"";"";"";"";"";"u";"";"";"u";"le?";"le";"u";"";"";"";"";"";"B"
"Arctium lappa";"LC";"5";"1";"0";"LC";"LC";"LC";"LC";"LC";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"";"Euras (Kosm)";"H"
"Arctium minus s.str.";"LC";"4";"0";"0";"LC";"LC";"LC";"LC";"LC";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"";"Eur (Kosm)";"H"
"Arctium nemorosum";"LC";"4";"0";"1";"LC";"LC";"LC";"VU";"LC";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"";"Eur";"H"
"Arctium tomentosum";"LC";"4";"0";"0";"LC";"LC";"LC";"LC";"LC";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"";"Euras (Hol)";"H"
"Arctostaphylos alpinus";"LC";"3";"0";"0";"LC";"";"";"";"";"#";"#";"#";"#";"#";"#";"#";"#";"";"";"";"Hol";"S"
"Arctostaphylos uva-ursi";"LC";"3";"0";"0";"LC";"";"";"";"";"#";"#";"#";"#";"#";"#";"#";"#";"";"";"";"Hol";"S"
"Aremonia agrimonoides";"LC";"2";"0";"0";"LC";"";"";"LC";"";"";"";"";"";"#";"#";"";"";"";"";"";"Eur";"S"
"Arenaria biflora";"LC";"3";"0";"0";"LC";"";"";"";"";"#";"#";"#";"#";"#";"#";"#";"";"";"";"";"Eur";"S"
"Arenaria ciliata s.str.";"LC";"3";"0";"0";"LC";"";"";"";"";"#";"#";"#";"#";"#";"#";"#";"#";"";"";"";"Eur";"S"
"Arenaria grandiflora";"VU";"1";"0";"-1";"VU";"";"";"";"";"";"–";"–";"";"+";"#";"–";"#";"";"";"";"Eur";"S"
"Arenaria leptoclados";"G";"?";"?";"?";"?";"G";"?";"?";"G";"";"?";"?";"";"?";"?";"?";"#";"#";"#";"";"Eur (Kosm)";"H"
"Arenaria marschlinsii";"LC";"2";"0";"0";"LC";"";"";"";"";"";"#";"#";"#";"#";"";"";"";"";"";"";"Eur";"H"
"Arenaria multicaulis";"LC";"2";"0";"0";"LC";"";"";"";"";"#";"#";"#";"";"#";"";"";"";"";"";"";"Eur";"S"
"Arenaria serpyllifolia s.str.";"LC";"5";"0";"0";"LC";"LC";"LC";"LC";"LC";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"";"Euras (Kosm)";"H"
"Aristolochia clematitis";"NT";"3";"-1";"-1";"CR";"VU";"EN";"EN";"NT";"+*";"u";"–";"u";"#*";"#";"e?";"#";"#";"#";"";"Eur";"S"
"Armeria alpina";"LC";"3";"0";"0";"LC";"";"";"";"";"u";"?";"#";"#";"#";"#";"#";"#";"";"";"";"Eur";"S"
"Armeria arenaria";"VU";"1";"0";"-1";"";"VU";"";"";"";"";"";"";"";"";"";"";"#*";"";"";"";"Eur";"S"
"Armeria vulgaris";"EN";"2";"-1";"-2";"EN";"EN";"";"";"EN";"";"";"";"";"";"#";"?";"#";"u";"#";"";"Eur";"S"
"Armoracia rusticana";"n";"";"";"";"";"";"";"";"";"e";"e";"e";"e";"e";"e";"e";"e";"e";"e";"";"";"S"
"Arnica chamissonis";"n";"";"";"";"";"";"";"";"";"";"le";"";"";"";"";"";"";"";"";"";"";"S"
"Arnica montana";"LC";"5";"-2";"-1";"LC";"EN";"CR";"CR";"";"#";"#";"#";"#";"#";"#";"#";"#";"+";"#";"";"Eur";"S"
"Arnoseris minima";"EN";"2";"-2";"-2";"";"EN";"RE";"RE";"";"";"";"";"";"";"+";"#";"#";"";"";"";"Eur";"H"
"Arrhenatherum elatius";"LC";"5";"0";"-1";"LC";"LC";"LC";"LC";"LC";"#";"e";"#";"e";"#";"#";"#*";"#";"#";"#";"";"Eur (Kosm)";"S"
"Artemisia absinthium";"LC";"4";"0";"0";"LC";"LC";"NT";"NT";"LC";"u";"#";"#";"#";"#";"#";"#";"#";"#";"#";"";"Euras (Kosm)";"S"
"Artemisia alba";"RE";"+";"+";"+";"";"";"";"";"RE";"";"u";"";"";"";"";"";"+";"";"+";"";"Eur";"S"
"Artemisia annua";"n";"";"";"";"";"";"";"";"";"u";"u";"";"u";"u";"";"u";"le?";"le?";"le?";"";"";"H"
"Artemisia austriaca s.str.";"EN";"1";"-1";"-1";"n";"";"";"";"EN";"u";"";"";"";"";"–";"–";"#";"#";"#";"";"Euras";"S"
"Artemisia biennis";"n";"";"";"";"";"";"";"";"";"le?";"";"";"u";"";"";"";"";"";"";"";"";"H"
"Artemisia borealis";"LC";"1";"0";"0";"LC";"";"";"";"";"";"#";"#";"#";"#";"";"";"";"";"";"";"Hol";"S"
"Artemisia campestris s.str.";"NT";"4";"-2";"-1";"NT";"VU";"CR";"CR";"NT";"le?";"#";"#";"#";"#";"#";"#";"#";"#";"#";"";"Euras (Hol)";"S"
"Artemisia genipi";"LC";"3";"0";"0";"LC";"";"";"";"";"#";"#";"#";"#";"#";"#";"";"";"";"";"";"Eur";"S"
"Artemisia laciniata";"CR";"1";"-2";"-2";"";"";"";"";"CR";"";"";"";"";"";"";"";"+";"";"#";"D";"Hol";"S"
"Artemisia mutellina";"LC";"3";"0";"0";"LC";"";"";"";"";"#";"#";"#";"#";"#";"#";"";"";"";"";"";"Eur";"S"
"Artemisia nitida";"VU";"1";"0";"-1";"VU";"";"";"";"";"";"";"#";"";"#";"";"";"";"";"";"";"Eur";"S"
"Artemisia pancicii";"CR";"1";"-2";"-1";"";"";"";"";"CR";"";"";"";"";"";"";"";"#";"";"#";"S";"Eur";"S"
"Artemisia pontica";"VU";"2";"-1";"-1";"n";"";"n";"";"VU";"u?";"";"";"u";"le?";"u";"u";"#";"#";"#";"";"Euras";"S"
"Artemisia repens";"n";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"u";"le";"";"";"";"S"
"Artemisia santonicum subsp. pannonica";"EN";"2";"-2";"-2";"";"";"";"";"EN";"";"";"";"";"";"";"";"#";"";"#";"";"Eur";"S"
"Artemisia scoparia";"EN";"2";"-2";"-1";"n";"EN";"RE?";"";"EN";"";"";"";"u";"u";"u";"e?";"#";"#";"#";"";"Euras";"H"
"Artemisia verlotiorum";"n";"";"";"";"";"";"";"";"";"e";"e";"u";"e";"e";"e";"e";"e";"e";"e";"";"";"S"
"Artemisia vulgaris s.str.";"LC";"5";"1";"0";"LC";"LC";"LC";"LC";"LC";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"";"Euras (Kosm)";"S"
"Arum cylindraceum";"LC";"3";"0";"0";"LC";"VU";"VU";"";"LC";"";"";"";"";"–";"";"";"#";"#";"#";"";"Eur";"S"
"Arum italicum";"n";"";"";"";"";"";"";"";"";"";"";"";"u";"";"u";"u";"u";"le";"";"";"";"S"
"Arum maculatum s.str.";"LC";"3";"0";"-1";"LC";"";"LC";"LC";"";"#";"#";"";"#";"#";"#";"#";"";"";"?";"";"Eur";"S"
"Aruncus dioicus";"LC";"5";"-1";"0";"LC";"LC";"LC";"LC";"VU";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"";"Hol";"S"
"Asarina procumbens";"n";"";"";"";"";"";"";"";"";"";"";"";"";"";"le";"";"";"le?";"";"";"";"S"
"Asarum europaeum subsp. caucasicum";"LC";"4";"-1";"0";"LC";"";"LC";"LC";"";"#";"#";"#";"#";"#";"#";"#";"";"";"#";"";"Eur";"S"
"Asarum europaeum subsp. europaeum";"LC";"5";"-1";"0";"LC";"LC";"LC";"LC";"LC";"#";"#";"";"#";"#";"#";"#";"#";"#";"#";"";"Eur";"S"
"Asclepias syriaca";"n";"";"";"";"";"";"";"";"";"u";"le";"u";"u";"e";"e";"u";"e";"e";"e";"";"";"S"
"Asparagus officinalis";"NT";"3";"-1";"-1";"NT";"NT";"n";"n";"NT";"u";"u";"le?";"u";"#";"#";"e";"#";"#";"#";"";"Euras (Kosm)";"S"
"Asparagus tenuifolius";"EN";"1";"0";"-2";"EN";"";"";"";"";"";"";"";"";"#";"";"";"";"";"";"";"Eur";"S"
"Asperugo procumbens";"VU";"3";"-2";"-1";"VU";"VU";"n";"n";"VU";"+*";"#";"u";"#";"#";"#";"u";"#";"#";"#";"";"Euras (Hol)";"H"
"Asperula aristata subsp. oreophila";"LC";"2";"0";"0";"LC";"";"";"";"";"";"";"";"";"#";"";"";"";"";"";"";"Eur";"S"
