SPECIES_NR;LETTERCODE;SHORTNAME;ABBREVIAT;NATIVENAME;AUTHOR;SYNONYM;VALID_NR
1182;AVEUPRU;Avenul praeus s. pseud;Avenula praeusta ssp. pseudoviolacea;;;FALSCH;1182
1183;AVEUPRT;Avenula pratensis;Avenula pratensis;;;FALSCH;1183
1184;AVEUPRS;Avenul praten s. hirti;Avenula pratensis ssp. hirtifolia;;;FALSCH;1184
1185;AVEUPRI;Avenul praten s. prate;Avenula pratensis ssp. pratensis;;;FALSCH;1185
1186;AVEUPRN;Avenula pratensis ag.;Avenula pratensis agg.;;;FALSCH;1186
1187;AVEUPUB;Avenula pubescens;Avenula pubescens;;;FALSCH;1187
1188;AVEUPUE;Avenul pubesc s. laevi;Avenula pubescens ssp. laevigata;;;FALSCH;1188
1189;AVEUPUS;Avenul pubesc s. pubes;Avenula pubescens ssp. pubescens;;;FALSCH;1189
1190;AVEUVER;Avenula versicolor;Avenula versicolor;;;FALSCH;1190
1191;AVEUPLN;Avenul planic s. angus;Avenula planiculmis ssp. angustior;;;FALSCH;1191
1192;AVEUPLI;Avenul planic s. plani;Avenula planiculmis ssp. planiculmis;;;FALSCH;1192
1193;AVEUSP.;Avenula sp.;Avenula sp.;;;FALSCH;1193
1194;AXYRAMA;Axyris amaranthoides;Axyris amaranthoides;;;FALSCH;1194
1195;AXYRSP.;Axyris sp.;Axyris sp.;;;FALSCH;1195
1196;AZOLFIL;Azolla filiculoides;Azolla filiculoides;;;FALSCH;1196
1197;AZOLMEX;Azolla mexicana;Azolla mexicana;;;FALSCH;1197
1198;AZOLSP.;Azolla sp.;Azolla sp.;;;FALSCH;1198
1199;BACIABS;Bacidia absistens;Bacidia absistens;;;FALSCH;1199
1200;BACIARC;Bacidia arceutina;Bacidia arceutina;;;FALSCH;1200
1201;BACIARN;Bacidia arnoldiana;Bacidia arnoldiana;;;FALSCH;1201
1202;BACIASS;Bacidia assulata;Bacidia assulata;;;FALSCH;1202
1203;BACIAUE;Bacidia auerswaldii;Bacidia auerswaldii;;;FALSCH;1203
1204;BACIBAD;Bacidia badensis;Bacidia badensis;;;FALSCH;1204
1205;BACIBAG;Bacidia bagliettoana;Bacidia bagliettoana;;;FALSCH;1205
1206;BACIBAN;Bacidia banatica;Bacidia banatica;;;FALSCH;1206
1207;BACIBEC;Bacidia beckhausii;Bacidia beckhausii;;;FALSCH;1207
1208;BACIBOR;Bacidia borborodes;Bacidia borborodes;;;FALSCH;1208
1209;BACICAE;Bacidia caesiomarginat;Bacidia caesiomarginata;;;FALSCH;1209
1210;BACICAR;Bacidia carneoglauca;Bacidia carneoglauca;;;FALSCH;1210
1211;BACICIR;Bacidia circumspecta;Bacidia circumspecta;;;FALSCH;1211
1212;BACIEPH;Bacidia ephemera;Bacidia ephemera;;;FALSCH;1212
1213;BACIFAL;Bacidia fallax;Bacidia fallax;;;FALSCH;1213
1214;BACIFRA;Bacidia fraxinea;Bacidia fraxinea;;;FALSCH;1214
1215;BACIFRI;Bacidia friesiana;Bacidia friesiana;;;FALSCH;1215
1216;BACIFUS;Bacidia fuscoviridis;Bacidia fuscoviridis;;;FALSCH;1216
1217;BACIGLO;Bacidia globulosa;Bacidia globulosa;;;FALSCH;1217
1218;BACIGOR;Bacidia gorgonea;Bacidia gorgonea;;;FALSCH;1218
1219;BACIHEG;Bacidia hegetschweiler;Bacidia hegetschweileri;;;FALSCH;1219
1220;BACIHER;Bacidia herbarum;Bacidia herbarum;;;FALSCH;1220
1221;BACIILL;Bacidia illudens;Bacidia illudens;;;FALSCH;1221
1222;BACIINC;Bacidia incompta;Bacidia incompta;;;FALSCH;1222
1223;BACIKIL;Bacidia killiasii;Bacidia killiasii;;;FALSCH;1223
1224;BACILAU;Bacidia laurocerasi;Bacidia laurocerasi;;;FALSCH;1224
1225;BACINAE;Bacidia naegelii;Bacidia naegelii;;;FALSCH;1225
1226;BACINOT;Bacidia notarisiana;Bacidia notarisiana;;;FALSCH;1226
1227;BACIPEL;Bacidia peltigericola;Bacidia peltigericola;;;FALSCH;1227
1228;BACIPOL;Bacidia polychroa;Bacidia polychroa;;;FALSCH;1228
1229;BACIPRO;Bacidia propinqua;Bacidia propinqua;;;FALSCH;1229
1230;BACIROS;Bacidia rosella;Bacidia rosella;;;FALSCH;1230
1231;BACIRUB;Bacidia rubella;Bacidia rubella;;;FALSCH;1231
1232;BACISUB;Bacidia subincompta;Bacidia subincompta;;;FALSCH;1232
1233;BACITRA;Bacidia trachona;Bacidia trachona;;;FALSCH;1233
1234;BACIVIR;Bacidia viridescens;Bacidia viridescens;;;FALSCH;1234
1235;BACISP.;Bacidia sp.;Bacidia sp.;;;FALSCH;1235
1236;BACDAPI;Bacidina apiahica;Bacidina apiahica;;;FALSCH;1236
1237;BACDCHL;Bacidina chloroticula;Bacidina chloroticula;;;FALSCH;1237
1238;BACDEGE;Bacidina egenula;Bacidina egenula;;;FALSCH;1238
1239;BACDINU;Bacidina inundata;Bacidina inundata;;;FALSCH;1239
1240;BACDNEG;Bacidina neglecta;Bacidina neglecta;;;FALSCH;1240
1241;BACDPHA;Bacidina phacodes;Bacidina phacodes;;;FALSCH;1241
1242;BACDSP.;Bacidina sp.;Bacidina sp.;;;FALSCH;1242
1243;BACTDRY;Bactrospora dryina;Bactrospora dryina;;;FALSCH;1243
1244;BACTSP.;Bactrospora sp.;Bactrospora sp.;;;FALSCH;1244
1245;BAEOCAL;Baeomyces callianthus;Baeomyces callianthus;;;FALSCH;1245
1246;BAEOCAR;Baeomyces carneus;Baeomyces carneus;;;FALSCH;1246
1247;BAEOPLA;Baeomyces placophyllus;Baeomyces placophyllus;;;FALSCH;1247
1248;BAEORUF;Baeomyces rufus;Baeomyces rufus;;;FALSCH;1248
1249;BAEOSP.;Baeomyces sp.;Baeomyces sp.;;;FALSCH;1249
1250;BAGLBAL;Bagliettoa baldensis;Bagliettoa baldensis;;;FALSCH;1250
1251;BAGLPAR;Bagliettoa parmigera;Bagliettoa parmigera;;;FALSCH;1251
1252;BAGLPAM;Bagliettoa parmigerell;Bagliettoa parmigerella;;;FALSCH;1252
1253;BAGLSPH;Bagliettoa sphinctrina;Bagliettoa sphinctrina;;;FALSCH;1253
1254;BAGLSTE;Bagliettoa steineri;Bagliettoa steineri;;;FALSCH;1254
1255;BAGLSP.;Bagliettoa sp.;Bagliettoa sp.;;;FALSCH;1255
1256;BALLNIG;Ballota nigra;Ballota nigra;;;FALSCH;1256
1257;BALLNIR;Ballot nigra s. meridi;Ballota nigra ssp. meridionalis;;;FALSCH;1257
1258;BALLNIA;Ballota nigra s. nigra;Ballota nigra ssp. nigra;;;FALSCH;1258
1259;BALLSP.;Ballota sp.;Ballota sp.;;;FALSCH;1259
1260;BARBINT;Barbarea intermedia;Barbarea intermedia;;;FALSCH;1260
1261;BARBSTR;Barbarea stricta;Barbarea stricta;;;FALSCH;1261
1262;BARBVER;Barbarea verna;Barbarea verna;;;FALSCH;1262
1263;BARBVUL;Barbarea vulgaris;Barbarea vulgaris;;;FALSCH;1263
1264;BARBVUG;Barbar vulgar s. arcua;Barbarea vulgaris ssp. arcuata;;;FALSCH;1264
1265;BARBVUA;Barbar vulgar s. vulga;Barbarea vulgaris ssp. vulgaris;;;FALSCH;1265
1266;BARBSP.;Barbarea sp.;Barbarea sp.;;;FALSCH;1266
1267;BARESTR;Barbella strongylensis;Barbella strongylensis;;;FALSCH;1267
1268;BARESP.;Barbella sp.;Barbella sp.;;;FALSCH;1268
1269;BARIATL;Barbilophozi atlantica;Barbilophozia atlantica;;;FALSCH;1269
1270;BARIATT;Barbilophozi attenuata;Barbilophozia attenuata;;;FALSCH;1270
1271;BARIBAR;Barbilophozia barbata;Barbilophozia barbata;;;FALSCH;1271
1272;BARIBIN;Barbilophoz binstaedii;Barbilophozia binstaedii;;;FALSCH;1272
1273;BARIFLO;Barbilophozia floerkei;Barbilophozia floerkei;;;FALSCH;1273
1274;BARIHAC;Barbilophozia hatcheri;Barbilophozia hatcheri;;;FALSCH;1274
1275;BARIHAT;Barbil hatche v. grand;Barbilopho hatcheri var. grandirete;;;FALSCH;1275
1276;BARIHAH;Barbil hatche v. hatch;Barbilophozia hatcheri var. hatcheri;;;FALSCH;1276
1277;BARIKUN;Barbilophozia kunzeana;Barbilophozia kunzeana;;;FALSCH;1277
1278;BARILYC;Barbilophoz lycopodioi;Barbilophozia lycopodioides;;;FALSCH;1278
1279;BARIQUA;Barbilophoz quadriloba;Barbilophozia quadriloba;;;FALSCH;1279
1280;BARISP.;Barbilophozia sp.;Barbilophozia sp.;;;FALSCH;1280
1281;BARUBIC;Barbula bicolor;Barbula bicolor;;;FALSCH;1281
1282;BARUCON;Barbula convoluta;Barbula convoluta;;;FALSCH;1282
1283;BARUCRO;Barbula crocea;Barbula crocea;;;FALSCH;1283
1284;BARUEND;Barbula enderesii;Barbula enderesii;;;FALSCH;1284
1285;DIDOSIN;Didymodon sinuosus;Barbula sinuosa;;;WAHR;42253
1286;BARUUNG;Barbula unguiculata;Barbula unguiculata;;;FALSCH;1286
1287;BARUSP.;Barbula sp.;Barbula sp.;;;FALSCH;1287
1288;BARTHAL;Bartramia halleriana;Bartramia halleriana;;;FALSCH;1288
1289;BARTITH;Bartramia ithyphylla;Bartramia ithyphylla;;;FALSCH;1289
1290;BARTITY;Bartra ithyph v. brevi;Bartramia ithyphylla var. breviseta;;;FALSCH;1290
1291;BARTITP;Bartra ithyph v. ithyp;Bartramia ithyphylla var. ithyphylla;;;FALSCH;1291
1292;BARTPOM;Bartramia pomiformis;Bartramia pomiformis;;;FALSCH;1292
1293;BARTPOI;Bartra pomifo v. crisp;Bartramia pomiformis var. crispa;;;FALSCH;1293
1294;BARTPOF;Bartra pomifo v. elong;Bartramia pomiformis var. elongata;;;FALSCH;1294
1295;BARTPOO;Bartra pomifo v. pomif;Bartramia pomiformis var. pomiformis;;;FALSCH;1295
1296;BARTSTR;Bartramia stricta;Bartramia stricta;;;FALSCH;1296
1297;BARTSUB;Bartramia subulata;Bartramia subulata;;;FALSCH;1297
1298;BARTSP.;Bartramia sp.;Bartramia sp.;;;FALSCH;1298
1299;BARSALP;Bartsia alpina;Bartsia alpina;;;FALSCH;1299
1300;BARSTRI;Bartsia trixago;Bartsia trixago;;;FALSCH;1300
1301;BARSSP.;Bartsia sp.;Bartsia sp.;;;FALSCH;1301
1302;BASSHYS;Bassia hyssopifolia;Bassia hyssopifolia;;;FALSCH;1302
1303;BASSLAN;Bassia laniflora;Bassia laniflora;;;FALSCH;1303
1304;BASSPRO;Bassia prostrata;Bassia prostrata;;;FALSCH;1304
1305;BASSSCO;Bassia scoparia;Bassia scoparia;;;FALSCH;1305
1306;BASSSCP;Bassia scopar s. densi;Bassia scoparia ssp. densiflora;;;FALSCH;1306
1307;BASSSCA;Bassia scopar s. scopa;Bassia scoparia ssp. scoparia;;;FALSCH;1307
1308;BASSSED;Bassia sedoides;Bassia sedoides;;;FALSCH;1308
1309;BASSTRI;Bassia tricuspis;Bassia tricuspis;;;FALSCH;1309
1310;BASSSP.;Bassia sp.;Bassia sp.;;;FALSCH;1310
1311;BAZZFLA;Bazzania flaccida;Bazzania flaccida;;;FALSCH;1311
1312;BAZZPEA;Bazzania pearsonii;Bazzania pearsonii;;;FALSCH;1312
1313;BAZZTRI;Bazzania tricrenata;Bazzania tricrenata;;;FALSCH;1313
1314;BAZZTRL;Bazzania trilobata;Bazzania trilobata;;;FALSCH;1314
1315;BAZZTRO;Bazzan trilob v. depau;Bazzania trilobata var. depauperata;;;FALSCH;1315
1316;BAZZTRB;Bazzan trilob v. trilo;Bazzania trilobata var. trilobata;;;FALSCH;1316
1317;BAZZSP.;Bazzania sp.;Bazzania sp.;;;FALSCH;1317
1318;BECKERU;Beckmannia eruciformis;Beckmannia eruciformis;;;FALSCH;1318
1319;BECKSP.;Beckmannia sp.;Beckmannia sp.;;;FALSCH;1319
1320;BEGO*SE;Begonia x semperfloren;Begonia x semperflorens-cultorum;;;FALSCH;1320
1321;BEGOSP.;Begonia sp.;Begonia sp.;;;FALSCH;1321
1322;BELLVAR;Bellardiochl variegata;Bellardiochloa variegata;;;FALSCH;1322
1323;BELLSP.;Bellardiochloa sp.;Bellardiochloa sp.;;;FALSCH;1323
1324;BELEALP;Bellemerea alpina;Bellemerea alpina;;;FALSCH;1324
1325;BELECIN;Bellemerea cinereorufe;Bellemerea cinereorufescens;;;FALSCH;1325
1326;BELECUP;Bellemerea cupreoatra;Bellemerea cupreoatra;;;FALSCH;1326
1327;BELEDIA;Bellemerea diamarta;Bellemerea diamarta;;;FALSCH;1327
1328;BELESAN;Bellemerea sanguinea;Bellemerea sanguinea;;;FALSCH;1328
1329;BELESUB;Bellemerea subcandida;Bellemerea subcandida;;;FALSCH;1329
1330;BELESUS;Bellemerea subsorediza;Bellemerea subsorediza;;;FALSCH;1330
1331;BELESP.;Bellemerea sp.;Bellemerea sp.;;;FALSCH;1331
1332;BELIPER;Bellis perennis;Bellis perennis;;;FALSCH;1332
1333;BELISP.;Bellis sp.;Bellis sp.;;;FALSCH;1333
1334;BELOHER;Belonia herculana;Belonia herculana;;;FALSCH;1334
1335;BELOINC;Belonia incarnata;Belonia incarnata;;;FALSCH;1335
1336;BELORUS;Belonia russula;Belonia russula;;;FALSCH;1336
1337;BELOSP.;Belonia sp.;Belonia sp.;;;FALSCH;1337
1338;BERBJUL;Berberis julianae;Berberis julianae;;;FALSCH;1338
1339;BERBTHU;Berberis thunbergii;Berberis thunbergii;;;FALSCH;1339
1340;BERBVUL;Berberis vulgaris;Berberis vulgaris;;;FALSCH;1340
1341;BERBSP.;Berberis sp.;Berberis sp.;;;FALSCH;1341
1342;BERGCOR;Bergenia cordifolia;Bergenia cordifolia;;;FALSCH;1342
1343;BERGCRA;Bergenia crassifolia;Bergenia crassifolia;;;FALSCH;1343
1344;BERG*SC;Bergenia x schmidtii;Bergenia x schmidtii;;;FALSCH;1344
1345;BERGSP.;Bergenia sp.;Bergenia sp.;;;FALSCH;1345
1346;BERTINC;Berteroa incana;Berteroa incana;;;FALSCH;1346
1347;BERTMUT;Berteroa mutabilis;Berteroa mutabilis;;;FALSCH;1347
1348;BERTSTR;Berteroa stricta;Berteroa stricta;;;FALSCH;1348
1349;BERTSP.;Berteroa sp.;Berteroa sp.;;;FALSCH;1349
1350;BERUERE;Berula erecta;Berula erecta;;;FALSCH;1350
1351;BERUSP.;Berula sp.;Berula sp.;;;FALSCH;1351
1352;BETATRI;Beta trigyna;Beta trigyna;;;FALSCH;1352
1353;BETAVUL;Beta vulgaris;Beta vulgaris;;;FALSCH;1353
1354;BETASP.;Beta sp.;Beta sp.;;;FALSCH;1354
1355;BETOALO;Betonica alopecuros;Betonica alopecuros;;;FALSCH;1355
1356;BETOHIR;Betonica hirsuta;Betonica hirsuta;;;FALSCH;1356
1357;BETOOFF;Betonica officinalis;Betonica officinalis;;;FALSCH;1357
1358;BETOSP.;Betonica sp.;Betonica sp.;;;FALSCH;1358
1359;BETUHUM;Betula humilis;Betula humilis;;;FALSCH;1359
1360;BETUNAN;Betula nana;Betula nana;;;FALSCH;1360
1361;BETUPEN;Betula pendula;Betula pendula;;;FALSCH;1361
1362;BETUPUB;Betula pubescens;Betula pubescens;;;FALSCH;1362
1363;BETUPUE;Betula pubesc s. carpa;Betula pubescens ssp. carpatica;;;FALSCH;1363
1364;BETUPUC;Betula pubesc s. pubes;Betula pubescens ssp. pubescens;;;FALSCH;1364
1365;BETUOBS;Betula obscura;Betula obscura;;;FALSCH;1365
1366;BETUOYC;Betula oycoviensis;Betula oycoviensis;;;FALSCH;1366
1367;BETUSP.;Betula sp.;Betula sp.;;;FALSCH;1367
1368;BIATCUP;Biatora cuprea;Biatora cuprea;;;FALSCH;1368
1369;BIATEPI;Biatora epixanthoides;Biatora epixanthoides;;;FALSCH;1369
1370;BIATEPX;Biatora epixanthoidiza;Biatora epixanthoidiza;;;FALSCH;1370
1371;BIATHEL;Biatora helvola;Biatora helvola;;;FALSCH;1371
1372;BIATHUM;Biatora humida;Biatora humida;;;FALSCH;1372
1373;BIATPIL;Biatora pilularis;Biatora pilularis;;;FALSCH;1373
1374;BIATVER;Biatora vernalis;Biatora vernalis;;;FALSCH;1374
1375;BIATSP.;Biatora sp.;Biatora sp.;;;FALSCH;1375
1376;BIAOFLA;Biatorella flavella;Biatorella flavella;;;FALSCH;1376
1377;BIAOFOS;Biatorella fossarum;Biatorella fossarum;;;FALSCH;1377
1378;BIAOHEM;Biatorella hemisphaeri;Biatorella hemisphaerica;;;FALSCH;1378
1379;BIAOHET;Biatorella heterospora;Biatorella heterospora;;;FALSCH;1379
1380;BIAOMIC;Biatorella microhaema;Biatorella microhaema;;;FALSCH;1380
1381;BIAOMON;Biatorella monasterien;Biatorella monasteriensis;;;FALSCH;1381
1382;BIAOOCH;Biatorella ochrophora;Biatorella ochrophora;;;FALSCH;1382
1383;BIAOTIR;Biatorella tiroliensis;Biatorella tiroliensis;;;FALSCH;1383
1384;BIAOSP.;Biatorella sp.;Biatorella sp.;;;FALSCH;1384
1385;BIARUSN;Biatoropsis usnearum;Biatoropsis usnearum;;;FALSCH;1385
1386;BIARSP.;Biatoropsis sp.;Biatoropsis sp.;;;FALSCH;1386
1387;BIDEBIP;Bidens bipinnatus;Bidens bipinnatus;;;FALSCH;1387
1388;BIDECER;Bidens cernuus;Bidens cernuus;;;FALSCH;1388
1389;BIDECON;Bidens connatus;Bidens connatus;;;FALSCH;1389
1390;BIDEFRO;Bidens frondosus;Bidens frondosus;;;FALSCH;1390
1391;BIDEPIL;Bidens pilosus;Bidens pilosus;;;FALSCH;1391
1392;BIDERAD;Bidens radiatus;Bidens radiatus;;;FALSCH;1392
1393;BIDETRI;Bidens tripartitus;Bidens tripartitus;;;FALSCH;1393
1394;BIDETRP;Bidens tripar s. tripa;Bidens tripartitus ssp. tripartitus;;;FALSCH;1394
1395;BIDEVUL;Bidens vulgatus;Bidens vulgatus;;;FALSCH;1395
1396;BIDESP.;Bidens sp.;Bidens sp.;;;FALSCH;1396
1397;BIFORAD;Bifora radians;Bifora radians;;;FALSCH;1397
1398;BIFOSP.;Bifora sp.;Bifora sp.;;;FALSCH;1398
1399;BISCLAE;Biscutella laevigata;Biscutella laevigata;;;FALSCH;1399
1400;BISCLAV;Biscut laevig s. austr;Biscutella laevigata ssp. austriaca;;;FALSCH;1400
1401;BISCLAI;Biscut laevig s. kerne;Biscutella laevigata ssp. kerneri;;;FALSCH;1401
1402;BISCLAG;Biscut laevig s. laevi;Biscutella laevigata ssp. laevigata;;;FALSCH;1402
1403;§BISLAE;"§Bis laev s. aust ""aus";"§Biscutel laevigat ssp. austriac ""aust";;;FALSCH;1403
1404;§BISLAV;"§Bis laev s. aust ""hun";"§Biscutel laevigat ssp. austriac ""hung";;;FALSCH;1404
1405;§BISLAI;§Bis laev s. vari auct;§Biscutella laevigata ssp. varia auct.;;;FALSCH;1405
1406;BISCSP.;Biscutella sp.;Biscutella sp.;;;FALSCH;1406
1407;BLACACU;Blackstonia acuminata;Blackstonia acuminata;;;FALSCH;1407
1408;BLACPER;Blackstonia perfoliata;Blackstonia perfoliata;;;FALSCH;1408
1409;BLACPEF;Blackston perfolia ag.;Blackstonia perfoliata agg.;;;FALSCH;1409
1410;BLACSP.;Blackstonia sp.;Blackstonia sp.;;;FALSCH;1410
1411;BLASPUS;Blasia pusilla;Blasia pusilla;;;FALSCH;1411
1412;BLASSP.;Blasia sp.;Blasia sp.;;;FALSCH;1412
1413;BLECSPI;Blechnum spicant;Blechnum spicant;;;FALSCH;1413
1414;BLECSP.;Blechnum sp.;Blechnum sp.;;;FALSCH;1414
1415;BLEPTRI;Blepharosto trichophyl;Blepharostoma trichophyllum;;;FALSCH;1415
1416;BLEPSP.;Blepharostoma sp.;Blepharostoma sp.;;;FALSCH;1416
1417;BLINACU;Blindia acuta;Blindia acuta;;;FALSCH;1417
1418;BLINCAE;Blindia caespiticia;Blindia caespiticia;;;FALSCH;1418
1419;BLINSP.;Blindia sp.;Blindia sp.;;;FALSCH;1419
1420;BLYSCOM;Blysmus compressus;Blysmus compressus;;;FALSCH;1420
1421;BLYSSP.;Blysmus sp.;Blysmus sp.;;;FALSCH;1421
1422;BOLBMAR;Bolboschoenu maritimus;Bolboschoenus maritimus;;;FALSCH;1422
1423;BOLBSP.;Bolboschoenus sp.;Bolboschoenus sp.;;;FALSCH;1423
1424;BOMBERE;Bombycilaena erecta;Bombycilaena erecta;;;FALSCH;1424
1425;BOMBSP.;Bombycilaena sp.;Bombycilaena sp.;;;FALSCH;1425
1426;BORAOFF;Borago officinalis;Borago officinalis;;;FALSCH;1426
1427;BORASP.;Borago sp.;Borago sp.;;;FALSCH;1427
1428;BOTHISC;Bothriochloa ischaemum;Bothriochloa ischaemum;;;FALSCH;1428
1429;BOTHSP.;Bothriochloa sp.;Bothriochloa sp.;;;FALSCH;1429
1430;BOTRLAN;Botrychium lanceolatum;Botrychium lanceolatum;;;FALSCH;1430
1431;BOTRLUN;Botrychium lunaria;Botrychium lunaria;;;FALSCH;1431
1432;BOTRMAT;Botrychium matricariif;Botrychium matricariifolium;;;FALSCH;1432
1433;BOTRMUL;Botrychium multifidum;Botrychium multifidum;;;FALSCH;1433
1434;BOTRSIM;Botrychium simplex;Botrychium simplex;;;FALSCH;1434
1435;BOTRVIR;Botrychium virginianum;Botrychium virginianum;;;FALSCH;1435
1436;BOTRSP.;Botrychium sp.;Botrychium sp.;;;FALSCH;1436
1437;BOTYGRA;Botrydium granulatum;Botrydium granulatum;;;FALSCH;1437
1438;BOTYSP.;Botrydium sp.;Botrydium sp.;;;FALSCH;1438
1439;BOWLINC;Bowlesia incana;Bowlesia incana;;;FALSCH;1439
1440;BOWLSP.;Bowlesia sp.;Bowlesia sp.;;;FALSCH;1440
1441;BRACTRI;Brachydontiu trichodes;Brachydontium trichodes;;;FALSCH;1441
1442;BRACSP.;Brachydontium sp.;Brachydontium sp.;;;FALSCH;1442
1443;BRAHCOM;Brachymeniu commutatum;Brachymenium commutatum;;;FALSCH;1443
1444;BRAHPAR;Brachymenium paradoxum;Brachymenium paradoxum;;;FALSCH;1444
1445;BRAHSP.;Brachymenium sp.;Brachymenium sp.;;;FALSCH;1445
1446;BRAYDIS;Brachypodiu distachyon;Brachypodium distachyon;;;FALSCH;1446
1447;BRAYPIN;Brachypodium pinnatum;Brachypodium pinnatum;;;FALSCH;1447
1448;BRAYPIA;Brachypod pinnatum ag.;Brachypodium pinnatum agg.;;;FALSCH;1448
1449;BRAYRUP;Brachypodium rupestre;Brachypodium rupestre;;;FALSCH;1449
1450;§BRARUP;§Brach rupest s. caesp;§Brachypodi rupestre ssp. caespitosu;;;FALSCH;1450
1451;BRAYSYL;Brachypodiu sylvaticum;Brachypodium sylvaticum;;;FALSCH;1451
1452;BRAYSYV;Brachy sylvat s. sylva;Brachypodium sylvaticum ssp. sylvaticum;;;FALSCH;1452
1453;BRAYSP.;Brachypodium sp.;Brachypodium sp.;;;FALSCH;1453
1454;BRATALI;Brachythecium albicans;Brachythecium albicans;;;FALSCH;1454
1455;BRATALC;Brachy albica v. albic;Brachythecium albicans var. albicans;;;FALSCH;1455
1456;BRATALB;Brachy albica v. groen;Brachythec albicans var. groenlandi;;;FALSCH;1456
1457;BRATAPP;Brachytheci appleyardi;Brachythecium appleyardiae;;;FALSCH;1457
1458;BRATCAM;Brachytheciu campestre;Brachythecium campestre;;;FALSCH;1458
1459;BRATCAP;Brachytheci capillaceu;Brachythecium capillaceum;;;FALSCH;1459
1460;BRATCOL;Brachythecium collinum;Brachythecium collinum;;;FALSCH;1460
1461;BRATDIE;Brachythecium dieckii;Brachythecium dieckii;;;FALSCH;1461
1462;BRATERY;Brachytheci erythrorrh;Brachythecium erythrorrhizon;;;FALSCH;1462
1463;BRATGEH;Brachythecium geheebii;Brachythecium geheebii;;;FALSCH;1463
1464;BRATGLA;Brachythecium glaciale;Brachythecium glaciale;;;FALSCH;1464
1465;BRATGLR;Brachytheciu glareosum;Brachythecium glareosum;;;FALSCH;1465
1466;BRATLAT;Brachytheci latifolium;Brachythecium latifolium;;;FALSCH;1466
1467;BRATMIL;Brachytheciu mildeanum;Brachythecium mildeanum;;;FALSCH;1467
1468;BRATOED;Brachytheci oedipodium;Brachythecium oedipodium;;;FALSCH;1468
1469;BRATOXY;Brachytheciu oxycladum;Brachythecium oxycladum;;;FALSCH;1469
1470;BRATPLU;Brachythecium plumosum;Brachythecium plumosum;;;FALSCH;1470
1471;BRATPOP;Brachythecium populeum;Brachythecium populeum;;;FALSCH;1471
1472;BRATREF;Brachythecium reflexum;Brachythecium reflexum;;;FALSCH;1472
1473;BRATRIV;Brachythecium rivulare;Brachythecium rivulare;;;FALSCH;1473
1474;BRATRUT;Brachytheciu rutabulum;Brachythecium rutabulum;;;FALSCH;1474
1475;BRATRYA;Brachythecium ryanii;Brachythecium ryanii;;;FALSCH;1475
1476;BRATSAL;Brachytheci salebrosum;Brachythecium salebrosum;;;FALSCH;1476
1477;BRATSTA;Brachythecium starkei;Brachythecium starkei;;;FALSCH;1477
1478;BRATTRA;Brachytheci trachypodi;Brachythecium trachypodium;;;FALSCH;1478
1479;BRATTUR;Brachythecium turgidum;Brachythecium turgidum;;;FALSCH;1479
1480;BRATVET;Brachytheciu velutinum;Brachythecium velutinum;;;FALSCH;1480
1481;BRATVEL;Brachy veluti v. salic;Brachythec velutinum var. salicinum;;;FALSCH;1481
1482;BRATVEU;Brachy veluti v. velut;Brachythec velutinum var. velutinum;;;FALSCH;1482
1483;BRATSP.;Brachythecium sp.;Brachythecium sp.;;;FALSCH;1483
1484;BRASELO;Brassica elongata;Brassica elongata;;;FALSCH;1484
1485;BRASELN;Brassi elonga s. elong;Brassica elongata ssp. elongata;;;FALSCH;1485
1486;BRASELG;Brassi elonga s. integ;Brassica elongata ssp. integrifolia;;;FALSCH;1486
1487;BRASJUN;Brassica juncea;Brassica juncea;;;FALSCH;1487
1488;BRASNAP;Brassica napus;Brassica napus;;;FALSCH;1488
1489;BRASNIG;Brassica nigra;Brassica nigra;;;FALSCH;1489
1490;BRASOLE;Brassica oleracea;Brassica oleracea;;;FALSCH;1490
1491;BRASRAP;Brassica rapa;Brassica rapa;;;FALSCH;1491
1492;BRASSP.;Brassica sp.;Brassica sp.;;;FALSCH;1492
1493;BRAUALO;Braunia alopecura;Braunia alopecura;;;FALSCH;1493
1494;BRAUSP.;Braunia sp.;Braunia sp.;;;FALSCH;1494
1495;BRAAALP;Braya alpina;Braya alpina;;;FALSCH;1495
1496;BRAASP.;Braya sp.;Braya sp.;;;FALSCH;1496
1497;BREUCHR;Breutelia chrysocoma;Breutelia chrysocoma;;;FALSCH;1497
1498;BREUSP.;Breutelia sp.;Breutelia sp.;;;FALSCH;1498
1499;BRIZMED;Briza media;Briza media;;;FALSCH;1499
1500;BRIZMIN;Briza minor;Briza minor;;;FALSCH;1500
1501;BRIZSP.;Briza sp.;Briza sp.;;;FALSCH;1501
1502;BRODATR;Brodoa atrofusca;Brodoa atrofusca;;;FALSCH;1502
1503;BRODINT;Brodoa intestiniformis;Brodoa intestiniformis;;;FALSCH;1503
1504;BRODSP.;Brodoa sp.;Brodoa sp.;;;FALSCH;1504
1505;BROMARV;Bromus arvensis;Bromus arvensis;;;FALSCH;1505
1506;BROMBEN;Bromus benekenii;Bromus benekenii;;;FALSCH;1506
1507;BROMBRI;Bromus briziformis;Bromus briziformis;;;FALSCH;1507
1508;BROMCAR;Bromus carinatus;Bromus carinatus;;;FALSCH;1508
1509;BROMCOM;Bromus commutatus;Bromus commutatus;;;FALSCH;1509
1510;BROMERC;Bromus erectus ag.;Bromus erectus agg.;;;FALSCH;1510
